,id,x,y,CRI_v2.0.r1,all,MCM_v3.2,MCM_v3.1,MCM_v3.3.1,CRI_v2.0.r2,CRI_v2.0.r3,CRI_v2.0.r4,CRI_v2.0.r5,CRI_v2.2,rxns
689,H2M4C65O2,0.5045936012741083,-0.24570370517124684,False,True,True,True,True,False,False,False,False,False,False
690,H2M4C65OOH,0.490483870417465,-0.23715977914964115,False,True,True,True,True,False,False,False,False,False,False
691,H2M2C65O2,0.43098463750427984,-0.494821808924251,False,True,True,True,True,False,False,False,False,False,False
692,C96CO3,0.164989694882119,-0.7568498585442688,False,True,True,True,True,False,False,False,False,False,False
693,PINONIC,0.17001760763632312,-0.7711664459662488,False,True,True,True,True,False,False,False,False,False,False
694,C915O2,-0.21415358875831392,-0.776983017957925,False,True,True,True,True,False,False,False,False,False,False
695,NOPINBO,-0.2127620133034961,-0.8572348786353946,False,True,True,True,True,False,False,False,False,False,False
696,C515CHO,-0.13537373530135777,-0.4280651559755815,False,True,True,True,True,False,False,False,False,False,False
697,MXNNCATCO,-0.23142128225134406,0.8966210382901971,False,True,True,True,True,False,False,False,False,False,False
698,MXNNCATOOH,-0.2283774097197715,0.9026734463695223,False,True,True,True,True,False,False,False,False,False,False
699,MGLOOC,-0.06444026978233075,0.21548602007908935,False,True,True,True,True,False,False,False,False,False,False
700,C7DDCCO3,0.034773599376269004,0.12277763313474388,False,True,True,True,True,False,False,False,False,False,False
701,C7DDCCO3H,0.037670995941850194,0.10419312517226165,False,True,True,True,True,False,False,False,False,False,False
702,HM2C43CHO,0.6783355699350078,-0.17322731307005157,False,True,True,True,True,False,False,False,False,False,False
703,C41O,-0.29899950264115993,-0.12017643400988687,False,True,True,True,True,False,False,False,False,False,False
704,MO2EOLBNO3,0.7543287451146681,-0.47138740004545043,False,True,True,True,True,False,False,False,False,False,False
705,MO2EOLBO,0.7481178891376099,-0.4656963697518727,False,True,True,True,True,False,False,False,False,False,False
706,CHCL2CL2O2,0.4592889006056604,0.05538923889295888,False,True,True,True,True,False,False,False,False,False,False
707,CHCL2CL2OH,0.45412535478234983,0.054659646892359914,False,True,True,True,True,False,False,False,False,False,False
708,C131CO3H,-0.2830952090309403,-0.43035556689006327,False,True,True,False,True,False,False,False,False,False,False
709,C131O2,-0.2774819093745231,-0.4250739489285462,False,True,True,False,True,False,False,False,False,False,False
710,MPRK,0.42858255795334954,-0.18684622149493046,False,True,True,True,True,False,False,False,False,True,False
711,NC3H7O2,0.37049860903171483,-0.18864392060563462,False,True,True,True,True,False,False,False,False,False,False
712,TM124BPAN,-0.4229393334975198,0.8282871313758584,False,True,True,True,True,False,False,False,False,False,False
713,CO235C6,0.12627314986819504,-0.24884306108971577,False,True,True,True,True,False,False,False,False,False,False
714,CO23C65O,0.23305639063896777,-0.1171931972724195,False,True,True,True,True,False,False,False,False,False,False
715,DEC3ONE,0.832438398716177,-0.06163808036854945,False,True,True,True,True,False,False,False,False,False,False
716,DECOOH,0.8737881106776948,-0.05061627335435526,False,True,True,True,True,False,False,False,False,False,False
717,DNT123LO,-0.1435441018393835,0.9127346259879061,False,True,True,True,True,False,False,False,False,False,False
718,BOXPOLAOOH,0.6736375209914516,-0.16778895305288088,False,True,True,True,True,False,False,False,False,False,False
719,BOXPROLAO,0.6545428968096347,-0.16711316443988167,False,True,True,True,True,False,False,False,False,False,False
720,EBZPOXMUC,-0.11250938149689793,0.21081527503820907,False,True,True,True,True,False,False,False,False,False,False
721,C114O,0.5987355167584949,0.042178302316189686,False,True,True,True,True,False,False,False,False,False,False
722,C114OOH,0.5923229213728352,0.04510335482704342,False,True,True,True,True,False,False,False,False,False,False
723,C5CO14O2,-0.10234587875373369,0.24806917317181099,False,True,True,True,True,False,False,False,False,False,False
724,C6O132OH,-0.12986624221832344,0.013730677825799953,False,True,True,True,True,False,False,False,False,False,False
725,PGLYOX,-0.11504045572664956,0.0071219777709297105,False,True,True,True,True,False,False,False,False,False,False
726,C721CO3,-0.12090724879258496,-0.5040240706387364,False,True,True,True,True,False,False,False,False,False,False
727,C721O2,-0.12345175304101019,-0.5324254974415423,False,True,True,True,True,False,False,False,False,False,False
728,C141CO3,-0.33431406201308955,-0.4565696402207646,False,True,True,False,True,False,False,False,False,False,False
729,C141O2,-0.3487842638230455,-0.478434902172046,False,True,True,False,True,False,False,False,False,False,False
730,C524O,-0.2765339726851058,-0.31583963402923876,False,True,True,False,True,False,False,False,False,False,False
731,C524OOH,-0.3279851548708119,-0.32949986901332773,False,True,True,False,True,False,False,False,False,False,False
732,C4MOHOCO3H,-0.14085630550797312,-0.02555073116196227,False,True,True,True,True,False,False,False,False,False,False
733,ME2BUT2ENE,0.20036477607662917,-0.4060401011258403,False,True,True,True,True,False,False,False,False,True,False
734,CCL3CH2O2,0.41233399904205936,0.21680325495233843,False,True,True,True,True,False,False,False,False,False,False
735,CH3CCL3,0.42726861349990686,0.2340397848270539,False,True,True,True,True,False,False,False,False,False,False
736,CY6DIONO,-0.18173580779523968,-0.5198416340507424,False,True,True,True,True,False,False,False,False,False,False
737,CY6DIONO2,-0.1870178095636652,-0.5283208225414717,False,True,True,True,True,False,False,False,False,False,False
738,HO3C3CHO,0.20952905073505423,-0.024584047656733388,False,True,True,True,True,False,False,False,False,False,False
739,HO3C4OOH,0.2938321981473919,-0.07488206935366726,False,True,True,True,True,False,False,False,False,False,False
740,LMLKAO2,-0.7065778438866872,-0.4899483741186521,False,True,True,False,True,False,False,False,False,False,False
741,CO234C65O2,0.20905678824847618,0.26543131379946394,False,True,True,True,True,False,False,False,False,False,False
742,CO234C6OOH,0.22127253951793846,0.28226062728601287,False,True,True,True,True,False,False,False,False,False,False
743,C817CO,-0.4880871686565743,-0.3220859204757701,False,True,True,False,True,False,False,False,False,False,False
744,C817PAN,-0.35722185737418477,-0.27156599381449553,False,True,True,False,True,False,False,False,False,False,False
745,CO3C54CO3,0.2982092132645908,0.049717585387327734,False,True,True,True,True,False,False,False,False,False,False
746,DIEKAO2,0.3573699489902158,0.06808151838167653,False,True,True,True,True,False,False,False,False,False,False
747,NC4OOA,-0.520304800417779,-0.07983838515865649,False,True,True,False,True,False,False,False,False,False,False
748,TLBIPERO2,-0.15050591126102875,0.33560459303901125,False,True,True,True,True,False,False,False,False,False,False
749,TLBIPEROOH,-0.16118446750828885,0.3473261134058765,False,True,True,True,True,False,False,False,False,False,False
750,HEX3ONE,0.4824217246757696,-0.13943043002181787,False,True,True,True,True,False,False,False,False,True,False
751,HEXCNO3,0.5977657797804232,-0.14778240983062485,False,True,True,True,True,False,False,False,False,False,False
752,C929O,0.08138640034385469,-0.46924976605774127,False,True,True,False,True,False,False,False,False,False,False
753,C929OOH,0.06563297976580484,-0.4854878043870857,False,True,True,False,True,False,False,False,False,False,False
754,CLCOCLO,0.14769899398896058,-0.03128649794272165,False,True,True,True,True,False,False,False,False,False,False
755,CLCOCLO2,0.20107480338250272,0.0057480350635339406,False,True,True,True,True,False,False,False,False,False,False
756,NBUACETAO,0.4723589253880207,-0.24792589266655762,False,True,True,True,True,False,False,False,False,False,False
757,H13CO2CO3H,-0.27136500570248123,-0.22785308856366704,False,True,True,True,True,False,False,False,False,False,False
758,C818CO,-0.21785038571765358,-0.1948363939968888,False,True,True,False,True,False,False,False,False,False,False
759,C925O,-0.1855995909178726,-0.2541337984333294,False,True,True,False,True,False,False,False,False,False,False
760,NCO23CHO,-0.30394990293667234,-0.23867787245326688,False,True,True,True,True,False,False,False,False,False,False
761,NO3CH2CO3,-0.2895624063332094,-0.22743970281614534,False,True,True,True,True,False,False,False,False,False,False
762,BCKET,-0.20628609877705006,-0.4196971457763474,False,True,True,False,True,False,False,False,False,False,False
763,BCBNO3,-0.4693495747989588,-0.5712692865764304,False,True,True,False,True,False,False,False,False,False,False
764,BCBO2,-0.46373271886203193,-0.5637002684914306,False,True,True,False,True,False,False,False,False,False,False
765,STYRENE,-0.3411647448970121,0.19447086463419438,True,True,True,True,True,False,False,False,False,True,False
766,C126CHO,-0.18156332819050836,-0.3384927840765727,False,True,True,False,True,False,False,False,False,False,False
767,C126O2,-0.36077271672479405,-0.5367134024525779,False,True,True,False,True,False,False,False,False,False,False
768,HCOCH2O2,-0.1784624684322279,-0.2683208500252978,False,True,True,True,True,False,False,False,False,False,False
769,DNOXYOLO,-0.27051045751751146,0.9292611892473908,False,True,True,True,True,False,False,False,False,False,False
770,ETOMENO3,0.6046203080733523,-0.5706559553035093,False,True,True,True,True,False,False,False,False,False,False
771,ETOMEO2,0.5971298271954149,-0.5722949581066041,False,True,True,True,True,False,False,False,False,False,False
772,C62O2,0.028584730754002585,-0.11636327411450409,False,True,True,True,True,False,False,False,False,False,False
773,NPBNZOLO2,-0.3824309710050957,0.2882305010212416,False,True,True,True,True,False,False,False,False,False,False
774,NPBNZOLOOH,-0.37631069898606684,0.27179009057944015,False,True,True,True,True,False,False,False,False,False,False
775,COHM2CO2H,-0.3415330801454364,0.17344743641953464,False,True,True,False,True,False,False,False,False,False,False
776,TISOPC,-0.47147797977129824,-0.09261210101952355,False,True,False,False,True,False,False,False,False,False,False
777,C4H9CHO,0.4615682161968744,-0.08914681592658436,False,True,True,True,True,False,False,False,False,True,False
778,HO5C6O,0.41444653085992766,-0.12233307271806748,False,True,True,True,True,False,False,False,False,False,False
779,C536O2,-0.1791849138070365,-0.07710371269684324,False,True,False,False,True,False,False,False,False,False,False
780,C7MOHCOCO3,-0.02379558754062039,0.05287920596712814,False,True,True,True,True,False,False,False,False,False,False
781,C7MOHCOPAN,-0.040193403255783466,-0.029946528835232633,False,True,True,True,True,False,False,False,False,False,False
782,C3MCODBCO3,-0.13371912519662899,0.12656868857602244,False,True,True,True,True,False,False,False,False,False,False
783,C5PACALD1,-0.23153930450371418,0.0548110151004082,False,True,False,False,True,False,False,False,False,False,False
784,HEXAO,0.6328065922916377,-0.03448592466601774,False,True,True,True,True,False,False,False,False,False,False
785,HEXAO2,0.6205577358092988,-0.012181280582359788,False,True,True,True,True,False,False,False,False,False,False
786,CH3O,-0.07153153215146468,-0.27993769154215553,False,True,True,True,True,False,False,False,False,False,False
787,C125O,0.3006447594390189,0.03732539060887197,False,True,True,True,True,False,False,False,False,False,False
788,C6H13CO3,0.574826209197536,0.03379971291555384,False,True,True,True,True,False,False,False,False,False,False
789,C7EDICARB,-0.04072403500328359,0.1326593392254285,False,True,True,True,True,False,False,False,False,False,False
790,PETLBIPRO,-0.044676518411789434,0.3616976408581132,False,True,True,True,True,False,False,False,False,False,False
791,DIEKBO2,0.5939032832796005,-0.016825030705406974,False,True,True,True,True,False,False,False,False,False,False
792,DIEKBOOH,0.5618147763050407,-0.03763857364107859,False,True,True,True,True,False,False,False,False,False,False
793,NMXYOL1O2,-0.20746714531696553,0.9212407458660166,False,True,True,True,True,False,False,False,False,False,False
794,NMXYOL1OOH,-0.20423145048422953,0.9235009107608245,False,True,True,True,True,False,False,False,False,False,False
795,CL12PRBO,0.33163217835943737,0.15816844551127418,False,True,True,True,True,False,False,False,False,False,False
796,CL12PRBOOH,0.35133025708322885,0.1851972416486336,False,True,True,True,True,False,False,False,False,False,False
797,T124CAT1O,-0.08681133712157196,0.8061393798874039,False,True,True,True,True,False,False,False,False,False,False
798,T124CAT1O2,-0.08602089595254225,0.8170749180717847,False,True,True,True,True,False,False,False,False,False,False
799,PHC3NO3,-0.4712204096499758,0.3933394936234864,False,True,True,True,True,False,False,False,False,False,False
800,PHCOET,-0.4907504179786113,0.3971171800478499,False,True,True,True,True,False,False,False,False,False,False
801,C628O,-0.07767792693017417,-0.0759730971460788,False,True,True,False,True,False,False,False,False,False,False
802,NPEBQO,-0.15960380201660185,0.12789059155641747,False,True,True,True,True,False,False,False,False,False,False
803,NPEBQOOH,-0.1781031539929021,0.15331045136777366,False,True,True,True,True,False,False,False,False,False,False
804,HYETHO2H,-0.16126063841075544,-0.22433064678012515,False,True,True,True,True,False,False,False,False,False,False
805,NC102O,0.14774949028091666,-0.960325329226025,False,True,True,True,True,False,False,False,False,False,False
806,NC102O2,0.1648247543029404,-0.9874134020375582,False,True,True,True,True,False,False,False,False,False,False
807,C7M6CO2OOH,-0.047868403049056596,0.04475785965436696,False,True,True,True,True,False,False,False,False,False,False
808,C8236CO,-0.025506944895404615,0.026223844590481882,False,True,True,True,True,False,False,False,False,False,False
809,C826CO3O2,-0.009398637880956406,0.19128611068318224,False,True,True,True,True,False,False,False,False,False,False
810,CO356C12,0.5460420650736881,0.059115203242583236,False,True,True,True,True,False,False,False,False,False,False
811,CISOPA,-0.42944447891498627,-0.07263851629103446,False,True,False,False,True,False,False,False,False,False,False
812,CISOPAO2,-0.3854836764122438,-0.0571366356964228,False,True,False,False,True,False,False,False,False,False,False
813,CL12PRCO2,0.36442612995319745,0.14916203713240317,False,True,True,True,True,False,False,False,False,False,False
814,CL12PRCOH,0.3617818763733964,0.13107863251778729,False,True,True,True,True,False,False,False,False,False,False
815,HO4C5CO3,0.2067048869481556,-0.161911353156303,False,True,True,True,True,False,False,False,False,False,False
816,PE1ENEBO2,0.19339157499221238,-0.19284029066480146,False,True,True,True,True,False,False,False,False,False,False
817,CHOOCH2O,0.1198284525455422,-0.213157043417878,False,True,True,True,True,False,False,False,False,False,False
818,M2PROPAL2O,0.028733195924051547,-0.6679141584539112,False,True,True,True,True,False,False,False,False,False,False
819,BUTALAO2,0.09449753630716651,0.09714900673279847,False,True,True,True,True,False,False,False,False,False,False
820,C4H6,-0.18161771326074538,-0.28906375814680507,True,True,True,True,True,False,False,False,False,True,False
821,MEBFUONE,0.1564786843774446,0.24886486446472,False,True,True,True,True,False,False,False,False,False,False
822,C520O2,-0.18091183494880025,-0.14484940496446141,False,True,True,False,True,False,False,False,False,False,False
823,C45NO3,-0.41777103151043793,-0.1886287699738619,False,True,False,False,True,False,False,False,False,False,False
824,MACR,-0.3794108214666806,-0.1735633905437255,False,True,True,True,True,False,False,False,False,False,False
825,C45O2,-0.41343021528103086,-0.1958972779707887,False,True,False,False,True,False,False,False,False,False,False
826,M3BU3ECO3,-0.39682297801310773,-0.1980177255900586,False,True,False,False,True,False,False,False,False,False,False
827,PRCOOMPAN,0.7654399098751778,-0.25476024874464687,False,True,True,True,True,False,False,False,False,False,False
828,C88PAN,-0.16389767823456303,-0.40005752130015515,False,True,True,True,True,False,False,False,False,False,False
829,C518CHO,-0.4036753378423116,-0.28476107540012985,False,True,True,False,True,False,False,False,False,False,False
830,PBFUOOH,-0.2077880490354992,-0.006925710106278515,False,True,True,True,True,False,False,False,False,False,False
831,PPEN,0.5227118385224285,-0.039640840808134126,False,True,True,True,True,False,False,False,False,False,False
832,TLBIPERNO3,-0.15686034844956864,0.33464631903212916,False,True,True,True,True,False,False,False,False,False,False
833,TLOBIPEROH,-0.1550949587613134,0.3521278416662028,False,True,True,True,True,False,False,False,False,False,False
834,CL12CO3,0.28248130249380843,0.16201862570607983,False,True,True,True,True,False,False,False,False,False,False
835,CL12PAN,0.15043037065868492,0.002801050735674826,False,True,True,True,True,False,False,False,False,False,False
836,RA28O2,0.11970077918395106,0.17376482627255996,False,True,False,False,False,False,False,False,False,True,False
837,UDCARB20,0.1589964731527711,0.10996978346674258,False,True,False,False,False,False,False,False,False,True,False
838,C7CO2M5O,-0.07108322829776925,0.11169529817268531,False,True,True,True,True,False,False,False,False,False,False
839,MC5DICARB,-0.13277990573138843,0.2794723033572468,False,True,True,True,True,False,False,False,False,False,False
840,TMB1FUONE,0.01732996743430082,0.2691608690007392,False,True,True,True,True,False,False,False,False,False,False
841,C133CO,-0.19542716971709762,-0.5274891260552796,False,True,True,False,True,False,False,False,False,False,False
842,DNCRESO2,-0.35997430283746645,0.7930078978088921,False,True,True,True,True,False,False,False,False,False,False
843,DNCRESOOH,-0.3571163688421485,0.7801350951589152,False,True,True,True,True,False,False,False,False,False,False
844,RN27NO3,0.7868864931830151,-0.16902491590449864,True,True,False,False,False,True,True,False,False,True,False
845,RN27O2,0.764800545573908,-0.17068451500400417,True,True,False,False,False,True,True,False,False,True,False
846,C5DBCOCO2H,-0.2006636915729857,0.42953643838464917,False,True,True,True,True,False,False,False,False,False,False
847,NOXYOLO,-0.2490711168785179,0.579223824019045,False,True,True,True,True,False,False,False,False,False,False
848,C617CHO,-0.17100140637883388,-0.4813909050619358,False,True,True,True,True,False,False,False,False,False,False
849,C718NO3,-0.24523125913899035,-0.540198020138366,False,True,True,True,True,False,False,False,False,False,False
850,BCALCOH,-0.16170880203713012,-0.27156546899771594,False,True,True,False,True,False,False,False,False,False,False
851,ACCOMEPAN,0.16064887142449957,-0.16490401726045045,False,True,True,True,True,False,False,False,False,False,False
852,CO2C54O2,0.25872406206571097,-0.24702874462244928,False,True,True,True,True,False,False,False,False,False,False
853,DIEK,0.6070575601059114,-0.051613251217645706,False,True,True,True,True,False,False,False,False,True,False
854,PECOH,0.5532496626304135,-0.0901309703061911,False,True,True,True,True,False,False,False,False,True,False
855,C4COMEOH,0.23762625446349328,-0.22419441539288154,False,True,True,True,True,False,False,False,False,False,False
856,C6OH5OOH,0.23439751317110424,-0.24424272988751372,False,True,True,True,True,False,False,False,False,False,False
857,TMBO2,0.027378386916264708,0.507091320874961,False,True,True,True,True,False,False,False,False,False,False
858,TMBOH,0.024419117719766126,0.5028615738497002,False,True,True,True,True,False,False,False,False,False,False
859,C7MCO3OHO2,-0.24068449668135428,-0.02737755760394145,False,True,True,True,True,False,False,False,False,False,False
860,C7MO3OHOOH,-0.24753721792117878,-0.02314358442250708,False,True,True,True,True,False,False,False,False,False,False
861,C829OH,-0.05127704009211864,-0.49073754663471836,False,True,True,False,True,False,False,False,False,False,False
862,C147CO,-0.3039671639079279,-0.5336117214734095,False,True,True,False,True,False,False,False,False,False,False
863,C147OOH,-0.31294295569932684,-0.5376437644933592,False,True,True,False,True,False,False,False,False,False,False
864,NRU12O2,-0.3206161224179307,0.06245599350878983,True,True,False,False,False,True,True,True,True,True,False
865,HEX2ONE,0.5204582842802743,-0.24418458985599734,False,True,True,True,True,False,False,False,False,True,False
866,CH3COCO2H,-0.16228782522112983,0.6569134186901329,False,True,True,True,True,False,False,False,False,False,False
867,T123NCATO,-0.14910757019938703,0.8896252306164052,False,True,True,True,True,False,False,False,False,False,False
868,C6OTRIKET,0.06636136528557879,-0.015182575160340273,False,True,True,True,True,False,False,False,False,False,False
869,OXYFUO,0.09068824667795683,0.11005539765667782,False,True,True,True,True,False,False,False,False,False,False
870,PBENZO,-0.4940511088974149,0.4647621820729868,False,True,True,True,True,False,False,False,False,False,False
871,PBENZOOH,-0.5075892182595749,0.4771746651632691,False,True,True,True,True,False,False,False,False,False,False
872,TM124B,-0.16031634474039702,0.4904414394832082,True,True,True,True,True,True,True,False,False,True,False
873,TM124BPRO2,-0.10020606043398528,0.37258786525685506,False,True,True,True,True,False,False,False,False,False,False
874,CHOC2CO2H,-0.29511363010137603,-0.742341160558972,False,True,True,False,True,False,False,False,False,False,False
875,MIBKANO3,0.2825490163877453,-0.5805508232465908,False,True,True,True,True,False,False,False,False,False,False
876,INB1O,-0.6135211143891215,0.010607106462529714,False,True,True,False,True,False,False,False,False,False,False
877,INB1OOH,-0.6235732014660664,0.02361310208681444,False,True,True,False,True,False,False,False,False,False,False
878,BZFUONOO,-0.25262577826885935,-0.1636029080733069,False,True,True,True,True,False,False,False,False,False,False
879,CO14O3CHO,-0.30195702694718074,-0.12616748824546797,False,True,True,True,True,False,False,False,False,False,False
880,LMKOOA,-0.7823773029735305,-0.501584901789137,False,True,True,False,True,False,False,False,False,False,False
881,LMLKBO2,-0.7707364258941399,-0.5000486249651903,False,True,True,False,True,False,False,False,False,False,False
882,TM135OLO2,0.06404561950377574,0.616806685596762,False,True,True,True,True,False,False,False,False,False,False
883,TM135OLOH,0.06493744213454544,0.625458939326091,False,True,True,True,True,False,False,False,False,False,False
884,BOX2EOHAO2,0.6272126787009271,-0.30293244206922176,False,True,True,True,True,False,False,False,False,False,False
885,BUOX2ETOH,0.4237446575559194,-0.2556824277869547,True,True,True,True,True,False,False,False,False,True,False
886,METLMUCCO3,-0.01578152965050328,0.2874262883611458,False,True,True,True,True,False,False,False,False,False,False
887,METLMUCO3H,-0.012529542426975904,0.2691621672317208,False,True,True,True,True,False,False,False,False,False,False
888,C59OOH,-0.32414150954797705,-0.1631132926885296,False,True,True,True,True,False,False,False,False,False,False
889,PECO2,0.6249354592913148,-0.08485355226000846,False,True,True,True,True,False,False,False,False,False,False
890,ACR,-0.19544337536933998,-0.29068915714653054,False,True,True,True,True,False,False,False,False,False,False
891,BCCNO3,-0.14400939632918996,-0.3922125048328893,False,True,True,False,True,False,False,False,False,False,False
892,C72O,0.542596246105945,-0.015492867556968104,False,True,True,True,True,False,False,False,False,False,False
893,C72OH,0.5798214677793179,-0.013376697194453002,False,True,True,True,True,False,False,False,False,False,False
894,HO3C5O2,0.49749749166572665,-0.11617504167097026,False,True,True,True,True,False,False,False,False,False,False
895,C6COCHOO,-0.12961218500823635,-0.5922824256200139,False,True,True,True,True,False,False,False,False,False,False
896,C6CODIAL,-0.1311256425808558,-0.5511937741427371,False,True,True,True,True,False,False,False,False,False,False
897,CO2M3C4CO3,0.2880171157130986,-0.21045274403664327,False,True,True,True,True,False,False,False,False,False,False
898,MIPKBO2,0.3072288947617954,-0.23204585948460243,False,True,True,True,True,False,False,False,False,False,False
899,ACBUONBOOH,0.2823654053358895,-0.0012207721680380645,False,True,True,True,True,False,False,False,False,False,False
900,TM123BPOOH,-0.026972489539186406,0.42372037739878476,False,True,True,True,True,False,False,False,False,False,False
901,TM123OBPOH,-0.04074294689825553,0.41906911963359406,False,True,True,True,True,False,False,False,False,False,False
902,M3PECNO3,0.4510951146593989,-0.2616135286109357,False,True,True,True,True,False,False,False,False,False,False
903,M3PECO2,0.5198490037990906,-0.26628920969173897,False,True,True,True,True,False,False,False,False,False,False
904,BOXPROANO3,0.6486739641928234,-0.17318587326090473,False,True,True,True,True,False,False,False,False,False,False
905,PRCOOPRONE,0.6972787775230811,-0.19075687439372868,False,True,True,True,True,False,False,False,False,False,False
906,EPXALMKT,-0.2087860916934019,0.37183029223531583,False,True,True,True,True,False,False,False,False,False,False
907,TM123MUNO3,-0.2278130598069813,0.4138871892382896,False,True,True,True,True,False,False,False,False,False,False
908,PXYLAL,-0.5156295203433412,0.7897243540045795,False,True,True,True,True,False,False,False,False,False,False
909,PXYLOOH,-0.4796764495992072,0.7644232823280248,False,True,True,True,True,False,False,False,False,False,False
910,MC4CODBCO2,-0.12682080839286825,0.29078746361595464,False,True,True,True,True,False,False,False,False,False,False
911,MMALANHY,-0.12316926004326867,0.3123260823657261,False,True,True,True,True,False,False,False,False,False,False
912,GLYOOC,-0.30245058374754363,0.1205755019269994,False,True,True,True,True,False,False,False,False,False,False
913,NC4CHO,-0.4452565694475952,0.08121041780919347,False,True,True,True,True,False,False,False,False,False,False
914,HO4C5CO3H,0.20346388660750447,-0.17961505006859113,False,True,True,True,True,False,False,False,False,False,False
915,C128O,-0.2991326174010598,-0.72525243566259,False,True,True,False,True,False,False,False,False,False,False
916,C128OOH,-0.3255409348414815,-0.7422761385221572,False,True,True,False,True,False,False,False,False,False,False
917,C61CHO,-0.14116664157995074,-0.01785750551836207,False,True,True,True,True,False,False,False,False,False,False
918,M3HEXAO,0.6314808803083776,-0.3132074569034099,False,True,True,True,True,False,False,False,False,False,False
919,M3HEXAOOH,0.6453731287097715,-0.33116833061092676,False,True,True,True,True,False,False,False,False,False,False
920,OXYMUCCO,-0.32647616433346727,0.47455030504526463,False,True,True,True,True,False,False,False,False,False,False
921,OXYMUCO2,-0.31734563097061186,0.4617158140202082,False,True,True,True,True,False,False,False,False,False,False
922,C4MALOHOOH,-0.20839834146642155,0.009981490333672571,False,True,True,True,True,False,False,False,False,False,False
923,H2M2C3CO3,0.08535322597144135,-0.4606511955605914,False,True,True,True,True,False,False,False,False,False,False
924,MIBKHO4O,0.16849623806239022,-0.5455931918778554,False,True,True,True,True,False,False,False,False,False,False
925,PETLMUCO,-0.07326654889113737,0.36884332515542173,False,True,True,True,True,False,False,False,False,False,False
926,PETLMUCOH,-0.06444576756069631,0.43599915650894716,False,True,True,True,True,False,False,False,False,False,False
927,C133O,-0.2184535077618569,-0.584429426413309,False,True,True,False,True,False,False,False,False,False,False
928,C133OH,-0.23694993954033994,-0.5771816376304072,False,True,True,False,True,False,False,False,False,False,False
929,IPROPOLO2,0.13743405774092676,-0.24773186237870448,False,True,True,True,True,False,False,False,False,False,False
930,C5PAN8,0.16107191845836222,-0.10363576008451159,False,True,True,True,True,False,False,False,False,False,False
931,C1211NO3,-0.4014675960104662,-0.739107101452601,False,True,True,False,True,False,False,False,False,False,False
932,C1211O,-0.4073966384417501,-0.7563998972104904,False,True,True,False,True,False,False,False,False,False,False
933,PHCOME,-0.5835753531603394,0.3705072843774897,False,True,True,True,True,False,False,False,False,False,False
934,PBZBPER2OH,-0.23513603409033146,0.17012646489224692,False,True,True,True,True,False,False,False,False,False,False
935,PBZOBPEROH,-0.22704123128492926,0.15474959565456703,False,True,True,True,True,False,False,False,False,False,False
936,CARB13,0.32604621580238735,-0.14028163933399007,True,True,False,False,False,True,True,True,True,True,False
937,RN8O2,0.43403780551702287,-0.28516790508119516,True,True,False,False,False,True,True,True,True,True,False
938,INDHPCHO,-0.4973451787736429,0.011266966886264163,False,True,True,False,True,False,False,False,False,False,False
939,C4COMOHPAN,-0.008243556525690865,-0.04700809031997333,False,True,True,True,True,False,False,False,False,False,False
940,C5CO234,0.01350873390689089,0.002856239363353552,False,True,True,True,True,False,False,False,False,False,False
941,C536OOH,-0.12491321085349061,-0.09079607199223894,False,True,False,False,True,False,False,False,False,False,False
942,C537O2,-0.22040396860087663,-0.062036158039264544,False,True,False,False,True,False,False,False,False,False,False
943,C537OOH,-0.16181910455863702,-0.08520489499648864,False,True,False,False,True,False,False,False,False,False,False
944,HO3C126O2,0.8261291812245275,0.09081703704149247,False,True,True,True,True,False,False,False,False,False,False
945,HO7CO10C12,0.7696042709830235,0.09152642359607177,False,True,True,True,True,False,False,False,False,False,False
946,OETLMUCNO3,0.04408586503400813,0.509643242466395,False,True,True,True,True,False,False,False,False,False,False
947,OETLMUCO2,0.030440549138284423,0.4989495895735976,False,True,True,True,True,False,False,False,False,False,False
948,CO36C12,0.6617241692167317,0.0486112439937223,False,True,True,True,True,False,False,False,False,False,False
949,M23C43NO3,0.6434365171257459,-0.37289781099818886,False,True,True,True,True,False,False,False,False,False,False
950,M23C43O2,0.6427596962277231,-0.35531701512693903,False,True,True,True,True,False,False,False,False,False,False
951,NOPINDO,-0.10421042505994649,-0.7479263159727234,False,True,True,True,True,False,False,False,False,False,False
952,NOPINDO2,-0.10471015475371481,-0.7654160561326901,False,True,True,True,True,False,False,False,False,False,False
953,TBUACCO3,0.7763345318480532,-0.9198939555214879,False,True,True,True,True,False,False,False,False,False,False
954,TBUACCO3H,0.7725762950831561,-0.9311335007310111,False,True,True,True,True,False,False,False,False,False,False
955,C83O,0.19488503932928203,0.05258369268723695,False,True,True,True,True,False,False,False,False,False,False
956,NMVK,-0.35735424931284276,-0.2879286623180578,False,True,True,True,True,False,False,False,False,False,False
957,C6DCRBBOH,-0.182522251762802,0.2745037938487098,False,True,True,True,True,False,False,False,False,False,False
958,CHCL2O,0.3207327568535163,0.021980203731526204,False,True,True,True,True,False,False,False,False,False,False
959,CHCL2O2,0.3275376706964046,0.05263407509809093,False,True,True,True,True,False,False,False,False,False,False
960,PEBQO,-0.152960164049196,0.11409612777542888,False,True,True,True,True,False,False,False,False,False,False
961,PEBQOOH,-0.16355384662623762,0.1320932690846186,False,True,True,True,True,False,False,False,False,False,False
962,NBPINBO,-0.08718239017786555,-0.6939820979333937,False,True,True,True,True,False,False,False,False,False,False
