,id,x,y,CRI_v2.0.r1,all,MCM_v3.2,MCM_v3.1,MCM_v3.3.1,CRI_v2.0.r2,CRI_v2.0.r3,CRI_v2.0.r4,CRI_v2.0.r5,CRI_v2.2,rxns
0,C6H5C2H4O,-0.22383819351590029,0.24083754322133766,False,True,True,True,True,False,False,False,False,False,False
1,C6H5C2NO3,-0.2296737028784882,0.23869345951162502,False,True,True,True,True,False,False,False,False,False,False
2,DMCO,-0.36649435282894016,-0.47092242618957814,False,True,True,True,True,False,False,False,False,False,False
3,MMCF,-0.5451652395380444,-0.55021349926401,False,True,True,True,True,False,False,False,False,False,False
4,C5CODBCO2H,0.010197164528397584,0.36800914269501006,False,True,True,True,True,False,False,False,False,False,False
5,TM135OLO,0.061943061173402425,0.5984261241970763,False,True,True,True,True,False,False,False,False,False,False
6,C7DCCO3,-0.14133813814779317,0.02674165920949223,False,True,True,True,True,False,False,False,False,False,False
7,C7DCPAN,-0.08834368924145342,-0.057089472622183446,False,True,True,True,True,False,False,False,False,False,False
8,BIACETO,-0.07768145429783446,-0.14037678378231633,False,True,True,True,True,False,False,False,False,False,False
9,CO,-0.02972062120529695,-0.15128866930309293,True,True,True,True,True,True,True,True,True,True,False
10,BOX2MO2,0.27828909831172655,-0.15944246172271248,False,True,True,True,True,False,False,False,False,False,False
11,BOXPRONE,0.32775959127407894,-0.1056082162773816,False,True,True,True,True,False,False,False,False,False,False
12,ECARB13,0.5285677169876117,-0.7236828191621627,False,True,False,False,False,False,False,False,False,True,False
13,RE15NO3,0.5501500461246691,-0.7281391213046519,False,True,False,False,False,False,False,False,False,True,False
14,BCKBO,-0.30330161902127806,-0.48383406528125483,False,True,True,False,True,False,False,False,False,False,False
15,BCLKET,-0.2375619089165436,-0.4392075410260152,False,True,True,False,True,False,False,False,False,False,False
16,NC826O2,-0.7326544875720717,-0.5215339195679476,False,True,True,False,True,False,False,False,False,False,False
17,NC826OH,-0.7411364045217615,-0.5322708698450727,False,True,True,False,True,False,False,False,False,False,False
18,C729CO2H,-0.5531778286553981,-0.34497453371462006,False,True,True,False,True,False,False,False,False,False,False
19,C729CO3,-0.5378563313560607,-0.3395320317881799,False,True,True,False,True,False,False,False,False,False,False
20,ACCOETO2,0.47478760476065096,-0.043364885433222033,False,True,True,True,True,False,False,False,False,False,False
21,ACCOETOOH,0.45707745792905685,-0.033991588692416475,False,True,True,True,True,False,False,False,False,False,False
22,MET1OHNO2,-0.1579478474643634,0.8683290495969327,False,True,True,True,True,False,False,False,False,False,False
23,NMETOL1O,-0.16196403021762873,0.913141538534779,False,True,True,True,True,False,False,False,False,False,False
24,C113O,0.6484604427979797,0.050974563007682994,False,True,True,True,True,False,False,False,False,False,False
25,CO3C4CHO,0.5719233012645497,0.041389917025293155,False,True,True,True,True,False,False,False,False,False,False
26,HO13C3CHO,0.17774973054669752,-0.5297482413165282,False,True,True,True,True,False,False,False,False,False,False
27,HOC2H4CHO,0.10122957242116604,-0.47723780890845124,False,True,True,True,True,False,False,False,False,False,False
28,CHOCL,0.22159546713594902,0.0005011848325768842,False,True,True,True,True,False,False,False,False,False,False
29,CLOHPAN,0.07986732355890114,-0.0851219780885818,False,True,True,False,True,False,False,False,False,False,False
30,INB1NAPAN,-0.6161347781739673,0.09622142069656259,False,True,True,False,True,False,False,False,False,False,False
31,H3C25C6PAN,-0.2855272133812832,-0.44597974912970695,False,True,True,True,True,False,False,False,False,False,False
32,EBZMUCO,-0.15233505378281564,0.23126235775195103,False,True,True,True,True,False,False,False,False,False,False
33,EBZMUCO2,-0.1792160818589853,0.2557356138242899,False,True,True,True,True,False,False,False,False,False,False
34,RA13OOH,-0.11338830899671315,0.17687947575057472,True,True,False,False,False,True,True,True,True,True,False
35,UDCARB8,-0.08777899237446729,0.18385394547898093,True,True,False,False,False,True,True,True,True,True,False
36,ACETOL,-0.39101276739398483,-0.07443421143029816,False,True,True,True,True,False,False,False,False,False,False
37,C58O,-0.3779636466019394,0.014035099179978694,False,True,True,True,True,False,False,False,False,False,False
38,C626CHO,-0.5222165758639348,-0.4278063384373676,False,True,True,False,True,False,False,False,False,False,False
39,LMLKACO,-0.6330203739021285,-0.46681939479468626,False,True,True,False,True,False,False,False,False,False,False
40,NOA,-0.39921340568561936,0.02171309961257961,True,True,True,True,True,True,True,True,True,True,False
41,PR2O2HNO3,-0.24903769362429462,-0.08774556064909422,False,True,True,True,True,False,False,False,False,False,False
42,IPEBOH,0.36662128023900964,-0.4351244664797209,False,True,True,True,True,False,False,False,False,True,False
43,ME2BUOLO2,0.29797260495928213,-0.48601070144227865,False,True,True,True,True,False,False,False,False,False,False
44,C7MCO3OHO,-0.23627537384459196,-0.023467493052375277,False,True,True,True,True,False,False,False,False,False,False
45,IPRGLYOX,-0.2152726316921032,-0.031407604939031386,False,True,True,True,True,False,False,False,False,False,False
46,NPHENO,-0.48932408927848503,0.40610252670069236,False,True,True,True,True,False,False,False,False,False,False
47,NPHENOOH,-0.48674752067977123,0.40125581611795624,False,True,True,True,True,False,False,False,False,False,False
48,CH3COCH3,0.005978985042168539,-0.6287809052430666,True,True,True,True,True,True,True,True,True,True,False
49,RI13NO3,0.38321069273510866,-0.6270637047397922,True,True,False,False,False,True,True,True,False,True,False
50,METACETHO,0.3047358698422151,-0.1926692293976422,False,True,True,True,True,False,False,False,False,False,False
51,MTBEAALPAN,0.551635241386732,-0.7022255470132492,False,True,True,True,True,False,False,False,False,False,False
52,C6O4KETO2,-0.0017747632341196251,-0.07753241480775241,False,True,True,True,True,False,False,False,False,False,False
53,C6OTKETCO,-0.0011592115558414218,-0.02996479384026407,False,True,True,True,True,False,False,False,False,False,False
54,MALDIAL,-0.18680248111571673,0.09199891061847487,False,True,True,True,True,False,False,False,False,False,False
55,MALDIALCO3,-0.27881891182558094,0.21091204849019785,False,True,True,True,True,False,False,False,False,False,False
56,C4OCCOHNO3,-0.07450396825970507,-0.00191491141406952,False,True,True,False,True,False,False,False,False,False,False
57,CO2H3CHO,-0.21430079853243011,0.07756686350495468,False,True,True,True,True,False,False,False,False,False,False
58,DMCNO3,-0.4661699853510156,-0.5245052664431604,False,True,True,True,True,False,False,False,False,False,False
59,DMCO2,-0.4629177379118411,-0.5442700182884146,False,True,True,True,True,False,False,False,False,False,False
60,C4PAN10,-0.1945468168137936,-0.203096628927115,False,True,True,True,True,False,False,False,False,False,False
61,H13CO2CO3,-0.2603665865992758,-0.21776026663675574,False,True,True,True,True,False,False,False,False,False,False
62,LIMALAO2,-0.7374497270598077,-0.40856112758210983,False,True,True,False,True,False,False,False,False,False,False
63,LIMALAOOH,-0.7077274187897324,-0.403952628573499,False,True,True,False,True,False,False,False,False,False,False
64,C41CO3,0.14295218352442896,-0.021962282619595097,False,True,True,True,True,False,False,False,False,False,False
65,C41CO3H,0.12178280794541285,0.004989854359407575,False,True,True,True,True,False,False,False,False,False,False
66,NC5H12,0.5904069535634768,-0.1494876555600957,True,True,True,True,True,True,True,True,False,True,False
67,RN16O2,0.5816464613071766,-0.20820012683578581,True,True,False,False,False,True,True,True,True,True,False
68,CH3CLCOCL,0.3140578496391879,0.06900244753139062,False,True,True,True,True,False,False,False,False,False,False
69,CL12PRCOOH,0.36561060266579926,0.13795166068705855,False,True,True,True,True,False,False,False,False,False,False
70,HCHO,-0.027648311498252975,-0.3146512140534774,True,True,True,True,True,True,True,True,True,True,False
71,MTBEBPAN,0.6838702410967359,-0.6563166329567411,False,True,True,True,True,False,False,False,False,False,False
72,NOPINONE,-0.09279023976211898,-0.6791057657938966,False,True,True,True,True,False,False,False,False,False,False
73,M2BUOL2O,0.3418607061015191,-0.2914334992608335,False,True,True,True,True,False,False,False,False,False,False
74,M2BUOL2O2,0.3347405554586331,-0.29751108473461774,False,True,True,True,True,False,False,False,False,False,False
75,EBZMUCOH,-0.1838274067099438,0.2634029660006496,False,True,True,True,True,False,False,False,False,False,False
76,BIACETOH,-0.2920433312252011,-0.10218249132085977,False,True,True,True,True,False,False,False,False,False,False
77,C520OH,-0.1434483858505371,-0.13399436621616823,False,True,True,False,True,False,False,False,False,False,False
78,METHACET,0.6003882764408444,-0.5644640426375515,True,True,True,True,True,True,False,False,False,True,False
79,MOCOCH2O2,0.5595804924771945,-0.6946401491203349,False,True,True,True,True,False,False,False,False,False,False
80,TC4H9NO3,0.3618432872661044,-0.6851173210302101,False,True,True,True,True,False,False,False,False,False,False
81,TC4H9O,0.34659923303461926,-0.6717183619366189,False,True,True,True,True,False,False,False,False,False,False
82,C5HPALD1,-0.19779485743334047,0.003962710580057038,False,True,False,False,True,False,False,False,False,False,False
83,HVMK,-0.1713282516879755,0.07458611136061011,False,True,False,False,True,False,False,False,False,False,False
84,NBUTOLBO,0.2687904465468196,-0.325482962814183,False,True,True,True,True,False,False,False,False,False,False
85,NBUTOLBOOH,0.2785177555833749,-0.3331456883163002,False,True,True,True,True,False,False,False,False,False,False
86,HCOCOHPAN,-0.27807982710578505,0.14024161583960026,False,True,True,True,True,False,False,False,False,False,False
87,C614O,-0.05198369905100508,-0.44160664425777274,False,True,True,True,True,False,False,False,False,False,False
88,C614OH,-0.06011294284293922,-0.47131587304276046,False,True,True,True,True,False,False,False,False,False,False
89,NC5MDCO2H,-0.12766801271402095,0.9054745592545523,False,True,True,True,True,False,False,False,False,False,False
90,T124NCATO,-0.11236697125582784,0.9042598293849653,False,True,True,True,True,False,False,False,False,False,False
91,H2M3CO4CHO,0.22826080419703554,-0.0765219256745776,False,True,True,True,True,False,False,False,False,False,False
92,CO2M33CO2H,0.25867543065255894,-0.4720254805728261,False,True,True,True,True,False,False,False,False,False,False
93,MIPKAO2,0.27445487857788553,-0.4833906917791587,False,True,True,True,True,False,False,False,False,False,False
94,EBENZOL,-0.3237928205809065,0.4300384670673638,False,True,True,True,True,False,False,False,False,False,False
95,EBENZOLO2,-0.3223434194267403,0.38268518817820096,False,True,True,True,True,False,False,False,False,False,False
96,MXYFUO2,0.1098966776186614,0.2663877371366492,False,True,True,True,True,False,False,False,False,False,False
97,MXYFUOOH,0.11620738701335398,0.26400709916895737,False,True,True,True,True,False,False,False,False,False,False
98,C716OH,-0.1070056615407462,-0.5562806298351033,False,True,True,True,True,False,False,False,False,False,False
99,H3C25C6CO3,-0.24873896606146095,-0.4776189501892457,False,True,True,True,True,False,False,False,False,False,False
100,C5H8,-0.2832948667143651,-0.12421711675701785,True,True,True,True,True,True,True,True,True,True,False
101,ME3BU3ECHO,-0.27542211459446064,-0.1976487227689404,False,True,False,False,True,False,False,False,False,False,False
102,NDNIPBZLO,-0.6868751101940982,0.5107577047091183,False,True,True,True,True,False,False,False,False,False,False
103,HEX3ONDOH,0.16061544817027618,-0.25181814659393587,False,True,True,True,True,False,False,False,False,False,False
104,HOC2H4CO3,-0.057886050585112314,-0.3317379639814515,False,True,True,True,True,False,False,False,False,False,False
105,C731PAN,-0.3089791196603966,-0.2888522846065099,False,True,True,False,True,False,False,False,False,False,False
106,OXYLAL,-0.2654807059060682,0.6554196658363121,False,True,True,True,True,False,False,False,False,False,False
107,NBUTDAO,-0.36385212314861637,-0.30231116948976544,False,True,True,True,True,False,False,False,False,False,False
108,NBUTDAO2,-0.34856245889677007,-0.3055897137237026,False,True,True,True,True,False,False,False,False,False,False
109,TM124MUCO,-0.2855451682609308,0.4089331398131304,False,True,True,True,True,False,False,False,False,False,False
110,NPBNZ1O2,-0.6052429318346608,0.5933588386462065,False,True,True,True,True,False,False,False,False,False,False
111,NPBNZ1OOH,-0.6085532651888306,0.5960824443794515,False,True,True,True,True,False,False,False,False,False,False
112,NDEMPHOLO,0.10126959214204256,0.34132642179097816,False,True,True,True,True,False,False,False,False,False,False
113,NDEMPHOLO2,0.11015254188185297,0.3618259033168856,False,True,True,True,True,False,False,False,False,False,False
114,RTN25NO3,0.5101005594694237,-0.5630898927656376,True,True,False,False,False,True,True,True,True,True,False
115,RTN25O2,0.512457563887712,-0.6414388506656157,True,True,False,False,False,True,True,True,True,True,False
116,C3H6,0.017183709471196185,-0.22569975979205048,True,True,True,True,True,True,True,True,True,True,False
117,CH3CO2H,0.18224846153281238,-0.117695691384752,True,True,True,True,True,True,True,True,True,True,False
118,RA22BO2,-0.05023186948924707,0.29564215693813,True,True,False,False,False,True,True,False,False,True,False
119,RA22NO3,-0.05295080495975646,0.2875096375523476,True,True,False,False,False,True,True,True,False,True,False
120,NTLFUO,0.16992358449482503,0.19035808269597387,False,True,True,True,True,False,False,False,False,False,False
121,NTLFUO2,0.13684909585760385,0.2290009774919688,False,True,True,True,True,False,False,False,False,False,False
122,M3PEANO3,0.6063786574827119,-0.2828498307980344,False,True,True,True,True,False,False,False,False,False,False
123,M3PEAO,0.6026384045103119,-0.2724297179352191,False,True,True,True,True,False,False,False,False,False,False
124,CO3C4CO3,0.45800222096946075,0.010058576250937312,False,True,True,True,True,False,False,False,False,False,False
125,HO2CO35C7,0.570802783775427,-0.008686097506137691,False,True,True,True,True,False,False,False,False,False,False
126,DNT123LO2,-0.1505405922242129,0.9224853902920485,False,True,True,True,True,False,False,False,False,False,False
127,DNT123LOOH,-0.14582733512172807,0.9225324580706091,False,True,True,True,True,False,False,False,False,False,False
128,GLYOOA,-0.20922455505871085,0.08993537247348282,False,True,True,True,True,False,False,False,False,False,False
129,HC3CHO,-0.3136734677591946,-0.19414251577815034,False,True,True,True,True,False,False,False,False,False,False
130,C5DICARB,-0.10484568373656256,0.3056566969179577,False,True,True,True,True,False,False,False,False,False,False
131,MC7CO2OOH,0.015357834968807937,0.5232828576754278,False,True,True,True,True,False,False,False,False,False,False
132,MTBE,0.5482668221175666,-0.6453303947092446,False,True,True,True,True,False,False,False,False,True,False
133,RI15O2,0.329903088753948,-0.5279707697493923,False,True,False,False,False,False,False,False,False,True,False
134,C1214O,-0.0912459321788972,-0.7492978279497708,False,True,True,False,True,False,False,False,False,False,False
135,C1214OOH,-0.08556356550717847,-0.7478339758414267,False,True,True,False,True,False,False,False,False,False,False
136,C924O,-0.27320371837751045,-0.1687307395262988,False,True,True,False,True,False,False,False,False,False,False
137,C924OOH,-0.3317240923085517,-0.19392134003291417,False,True,True,False,True,False,False,False,False,False,False
138,M2PEBNO3,0.4866859073971155,-0.5097078777961089,False,True,True,True,True,False,False,False,False,False,False
139,M2PEBO,0.4884302485308081,-0.49952369769771787,False,True,True,True,True,False,False,False,False,False,False
140,C4CO2OOH,-0.1060683647800088,0.0037986790955526484,False,True,True,True,True,False,False,False,False,False,False
141,GLYOX,-0.21404082864458474,0.03201718653417096,False,True,True,True,True,False,False,False,False,False,False
142,DNPHENO2,-0.5658994102299097,0.5305134103704059,False,True,True,True,True,False,False,False,False,False,False
143,DNPHENOOH,-0.5557942969866623,0.528949263013262,False,True,True,True,True,False,False,False,False,False,False
144,C4ALDB,0.02219369712598751,-0.07143380351645601,False,True,True,False,True,False,False,False,False,False,False
145,C4NO3COO2,-0.01920761848962871,-0.027492444140314598,False,True,True,False,True,False,False,False,False,False,False
146,H13M3C5O2,0.17181332256695914,-0.39137119591304725,False,True,True,True,True,False,False,False,False,False,False
147,H13M3C5OOH,0.1516191788530954,-0.3820240985783244,False,True,True,True,True,False,False,False,False,False,False
148,CH3CHO,0.24812529082712675,-0.09558717271277584,True,True,True,True,True,True,True,True,True,True,False
149,CH3CHOHCHO,0.042946964755062655,-0.1345135721520836,False,True,True,True,True,False,False,False,False,False,False
150,ME3BUOLO2,0.12003948743531412,-0.4381119721873623,False,True,True,True,True,False,False,False,False,False,False
151,ME3BUT1ENE,0.14480274034832696,-0.3642023703722752,False,True,True,True,True,False,False,False,False,True,False
152,C5CO2DBPAN,0.15314597970583943,-0.053734581357763544,False,True,True,True,True,False,False,False,False,False,False
153,C828O2,0.04382234464822288,-0.42530185752062766,False,True,True,False,True,False,False,False,False,False,False
154,C828OOH,0.045769863604788075,-0.42026702774429403,False,True,True,False,True,False,False,False,False,False,False
155,CH2OOB,-0.05681489166731102,-0.21562748582316227,False,True,True,True,True,False,False,False,False,False,False
156,MVK,-0.35492510733461746,-0.11036455064845496,False,True,True,True,True,False,False,False,False,False,False
157,EOX2ETB2OH,0.623413862751512,-0.44957042123790425,False,True,True,True,True,False,False,False,False,False,False
158,ETACETOH,0.6064508962376227,-0.4372576119028666,False,True,True,True,True,False,False,False,False,False,False
159,NISOPO2,-0.5145395348234747,0.06202027128290344,False,True,True,True,True,False,False,False,False,False,False
160,NISOPOOH,-0.5258165870589901,0.07934494275467752,False,True,True,True,True,False,False,False,False,False,False
161,MXYLNO3,-0.3242251833349341,0.7704071603846918,False,True,True,True,True,False,False,False,False,False,False
162,MXYLO2,-0.306118222097987,0.741887373587089,False,True,True,True,True,False,False,False,False,False,False
163,BRETAL,-0.2409887610549004,-0.1391429279319596,False,True,True,True,True,False,False,False,False,False,False
164,DIBRETO2,-0.31505767043734567,-0.1346179797546816,False,True,True,True,True,False,False,False,False,False,False
165,C3MCOCO2H,-0.1407809441652973,0.37624278598766536,False,True,True,True,True,False,False,False,False,False,False
166,PETOLO,-0.08279012353246318,0.5353642366215727,False,True,True,True,True,False,False,False,False,False,False
167,CH3CO3,0.024207063362914782,-0.024818254050171684,True,True,True,True,True,True,True,True,True,True,False
168,CO23C4NO3,-0.23015047576961534,-0.1764460047124542,False,True,True,True,True,False,False,False,False,False,False
169,BCAL,-0.3101547739538477,-0.4511367231060386,False,True,True,False,True,False,False,False,False,False,False
170,CH2OOF,-0.2616531072148026,-0.37323091773267014,False,True,True,True,True,False,False,False,False,False,False
171,C33CO,-0.07097330598023555,-0.0339654307192373,False,True,True,True,True,False,False,False,False,False,False
172,C8DBCO2CO3,-0.07247638962239189,-0.12917944837102147,False,True,True,True,True,False,False,False,False,False,False
173,CARB22,0.7076559317689128,-0.18755729160649537,True,True,False,False,False,True,True,False,False,True,False
174,RN24NO3,0.7424925906485782,-0.17510954497190545,True,True,False,False,False,True,True,False,False,True,False
175,C142NO3,-0.37265024547876757,-0.695777965709756,False,True,True,False,True,False,False,False,False,False,False
176,C142O,-0.39352848890055936,-0.7047925916145203,False,True,True,False,True,False,False,False,False,False,False
177,CARB11,0.6090890492061427,-0.18290999344579795,True,True,False,False,False,True,True,False,False,True,False
178,RN27OOH,0.7595783066657591,-0.17566662141042677,True,True,False,False,False,True,True,False,False,True,False
179,NDMMALYO,0.16463786597957397,0.497128295805354,False,True,True,True,True,False,False,False,False,False,False
180,C519O2,0.0217341013588519,-0.3259138788232444,False,True,True,False,True,False,False,False,False,False,False
181,HO13CO4C5,0.17398075410378855,-0.4010830823425857,False,True,True,True,True,False,False,False,False,False,False
182,C5CO34CO3,0.0006628559916299626,-0.24022541350262283,False,True,True,True,True,False,False,False,False,False,False
183,C6CO134OOH,-0.0006538958995160327,-0.24779291238115486,False,True,True,True,True,False,False,False,False,False,False
184,NDEMPHOLOH,0.11383249132368745,0.3557804697763438,False,True,True,True,True,False,False,False,False,False,False
185,C923O2,-0.6651299728005258,-0.36933814451289926,False,True,True,False,True,False,False,False,False,False,False
186,LIMOOB,-0.8244280648010978,-0.43020117408004777,False,True,True,False,True,False,False,False,False,False,False
187,H3M3C4CHO,0.32906750739836466,-0.4093038952460736,False,True,True,True,True,False,False,False,False,False,False
188,H3M3C4CO3,0.270461074370268,-0.3685695779609214,False,True,True,True,True,False,False,False,False,False,False
189,TBUTOL,0.2891008849702854,-0.6279106071016287,False,True,True,True,True,False,False,False,False,True,False
190,TC4H9O2,0.37657496243208866,-0.6683174663381654,False,True,True,True,True,False,False,False,False,False,False
191,C5DCO2CO3H,-0.04486886114424693,-0.0766577524004618,False,True,True,True,True,False,False,False,False,False,False
192,TM124BO2,-0.32897420563246604,0.716451506863951,False,True,True,True,True,False,False,False,False,False,False
193,TM124BOOH,-0.3570767148688204,0.7519724599908864,False,True,True,True,True,False,False,False,False,False,False
194,C62O,-0.027686045658362635,-0.044881129448247625,False,True,True,True,True,False,False,False,False,False,False
195,CH3S,0.046802375294687115,-0.5098577820415611,False,True,True,False,True,False,False,False,False,False,False
196,CH3SO,0.07334708563390469,-0.5807980810046827,False,True,True,False,True,False,False,False,False,False,False
197,C3M3OH2CHO,0.026938891362222384,-0.29919841211435116,False,True,True,True,True,False,False,False,False,False,False
198,C3M3OH2CO3,0.07013017547960199,-0.3262843166039261,False,True,True,True,True,False,False,False,False,False,False
199,PETLMUCCO,-0.054498350782141824,0.4563291360259696,False,True,True,True,True,False,False,False,False,False,False
200,PETLMUCOOH,-0.05886081695338474,0.4373216947938652,False,True,True,True,True,False,False,False,False,False,False
201,CH2CHCH2O,-0.22348435806158773,-0.42024928065055844,False,True,False,False,True,False,False,False,False,False,False
202,CH2CHCH2OOH,-0.230336934737164,-0.4229963374072766,False,True,False,False,True,False,False,False,False,False,False
203,C88CHO,-0.2073276697301374,-0.6481080703817697,False,True,True,True,True,False,False,False,False,False,False
204,C88CO3,-0.23692412036558108,-0.5658845283067284,False,True,True,True,True,False,False,False,False,False,False
205,C94O2,0.556445110776403,0.0695086609373754,False,True,True,True,True,False,False,False,False,False,False
206,C94OH,0.5311790243752093,0.06456956879043885,False,True,True,True,True,False,False,False,False,False,False
207,C3ME3CHOO2,-0.030633941985441893,-0.6220526022062897,False,True,True,True,True,False,False,False,False,False,False
208,C831O,-0.20580757665851768,-0.7281743254617974,False,True,True,False,True,False,False,False,False,False,False
209,DMEBIPRO,0.061190735814098174,0.24879847514208442,False,True,True,True,True,False,False,False,False,False,False
210,EGLYOX,0.05879438100740342,0.14348802195126287,False,True,True,True,True,False,False,False,False,False,False
211,BZFUCO,-0.36405107246722423,-0.05469606641467961,False,True,True,True,True,False,False,False,False,False,False
212,NBZFUONE,-0.3862989754037809,-0.04166532153594016,False,True,True,True,True,False,False,False,False,False,False
213,BCALBOC,-0.14195636715595106,-0.40218905084005796,False,True,True,False,True,False,False,False,False,False,False
214,CHOOCH2O2,0.2837918352309896,-0.23320993901055864,False,True,True,True,True,False,False,False,False,False,False
215,CHOOMCO2H,0.2968161198851651,-0.2522493940662267,False,True,True,True,True,False,False,False,False,False,False
216,C89CO2,-0.08331876029333596,-0.6212251042543353,False,True,True,True,True,False,False,False,False,False,False
217,C89CO3H,-0.07695175758032757,-0.6110948145526416,False,True,True,True,True,False,False,False,False,False,False
218,MC3CODBCO2,-0.2179566259837814,0.4054640456552481,False,True,True,True,True,False,False,False,False,False,False
219,C512O2,-0.08243098257023551,-0.5806188698853729,False,True,True,True,True,False,False,False,False,False,False
220,C512OH,-0.07721347958686309,-0.5245953968195951,False,True,True,True,True,False,False,False,False,False,False
221,LMLKBO,-0.7599679362279683,-0.49432031886928385,False,True,True,False,True,False,False,False,False,False,False
222,BUT2OL,0.34538688833493136,-0.18885467045121251,False,True,True,True,True,False,False,False,False,True,False
223,SC4H9O2,0.3956077420284527,-0.241042242481884,False,True,True,True,True,False,False,False,False,False,False
224,C7DDICARB,0.06292502828688651,0.20100520643795794,False,True,True,True,True,False,False,False,False,False,False
225,C9M2CO6O,0.14534897780643874,0.26237715636079706,False,True,True,True,True,False,False,False,False,False,False
226,C721CHO,-0.12469711621502588,-0.5128026947242371,False,True,True,True,True,False,False,False,False,False,False
227,C811OOH,-0.15651963942900815,-0.6162426318572638,False,True,True,True,True,False,False,False,False,False,False
228,MIBKAOHAO2,0.17056602223201534,-0.6344568539597111,False,True,True,True,True,False,False,False,False,False,False
229,MIBKOH34,0.14433350937403744,-0.6335713637535967,False,True,True,True,True,False,False,False,False,False,False
230,C52O2,0.41792778252494656,-0.38311816202147775,False,True,True,True,True,False,False,False,False,False,False
231,C52OH,0.39364051173662196,-0.37302730263310313,False,True,True,True,True,False,False,False,False,False,False
232,C4DBDIKET,-0.0928540215085002,0.14718502470122674,False,True,True,True,True,False,False,False,False,False,False
233,TM124BPRO,-0.07982954892080185,0.3160378628513296,False,True,True,True,True,False,False,False,False,False,False
234,HO14CO2C5,0.05009528085045867,-0.30895209053271744,False,True,True,True,True,False,False,False,False,False,False
235,HO1CO24C5,0.08301698387050416,-0.3676700420004654,False,True,True,True,True,False,False,False,False,False,False
236,IECPAN,-0.5475722053605696,-0.03308925739205981,False,True,True,False,True,False,False,False,False,False,False
237,MACRO2,-0.5169917637121647,-0.03596122054235351,False,True,True,True,True,False,False,False,False,False,False
238,C629OOH,-0.016793949222906446,-0.2099166644126016,False,True,True,False,True,False,False,False,False,False,False
239,C2H5CO3,0.3355071796677438,0.12988178785161453,True,True,True,True,True,True,True,True,True,True,False
240,C5CO23CHO,0.06175948481696625,-0.06260402636809315,False,True,True,True,True,False,False,False,False,False,False
241,C926O2,-0.45327453635498827,-0.27740075485087967,False,True,True,False,True,False,False,False,False,False,False
242,C926OOH,-0.3902593419007504,-0.2484515160068116,False,True,True,False,True,False,False,False,False,False,False
243,C713O,0.11840134319847473,-0.09584520302582011,False,True,True,True,True,False,False,False,False,False,False
244,C713OH,0.11112984101575707,-0.09559873387399453,False,True,True,True,True,False,False,False,False,False,False
245,MC3ODBCO2H,-0.23435278499265821,0.5746278515583083,False,True,True,True,True,False,False,False,False,False,False
246,PTCATECOOA,-0.17291879091782625,0.7398923102208834,False,True,True,True,True,False,False,False,False,False,False
247,SBUACANO3,0.8569077192624748,-0.6191846856695871,False,True,True,True,True,False,False,False,False,False,False
248,SBUACETAO,0.8445275839861903,-0.5983365186374212,False,True,True,True,True,False,False,False,False,False,False
249,C2H5MECOOA,0.250617245971269,-0.15386271330288925,False,True,True,True,True,False,False,False,False,False,False
250,MEKBO2,0.17999928180481395,0.027943517257008166,False,True,True,True,True,False,False,False,False,False,False
251,MC7CO2OH,0.007820441546631418,0.514796943243337,False,True,True,True,True,False,False,False,False,False,False
252,C4OCCOHCO2,-0.09224365679545365,0.00943483150822888,False,True,True,False,True,False,False,False,False,False,False
253,HM22C3CO3,0.2216795457028018,-0.6418212763664237,False,True,True,True,True,False,False,False,False,False,False
254,HM22C3O2,0.23113202364677865,-0.674047844079255,False,True,True,True,True,False,False,False,False,False,False
255,C6CO3OH5O,0.217888333832851,-0.1719830871163467,False,True,True,True,True,False,False,False,False,False,False
256,EOX2MECO3,0.6109114261211059,-0.5776261021989664,False,True,True,True,True,False,False,False,False,False,False
257,ETOMEPAN,0.6164351537692321,-0.5728964948129491,False,True,True,True,True,False,False,False,False,False,False
258,C4ECO2O2,0.06137332913364557,0.3221108354618394,False,True,True,True,True,False,False,False,False,False,False
259,EPXMEC4DAL,0.04109948382467721,0.4598848111415401,False,True,True,True,True,False,False,False,False,False,False
260,TM123BO2,-0.2149024749341495,0.7616599838730709,False,True,True,True,True,False,False,False,False,False,False
261,TM123BOH,-0.23403890709659525,0.7979214396652365,False,True,True,True,True,False,False,False,False,False,False
262,C827PAN,-0.05351302977809569,-0.5490801988610882,False,True,True,False,True,False,False,False,False,False,False
263,C7M6CO2O,-0.04472405836486615,0.05449101497445219,False,True,True,True,True,False,False,False,False,False,False
264,ME2BUT1ENE,0.24852634096495718,-0.2493890321289587,False,True,True,True,True,False,False,False,False,True,False
265,MEK,0.3145562493418712,-0.2596360521312384,True,True,True,True,True,True,True,True,True,True,False
266,C6TRONOHO,-0.14123399406326675,-0.43259001576266476,False,True,True,True,True,False,False,False,False,False,False
267,M2HEXBO2,0.6117719592659581,-0.41583938336017157,False,True,True,True,True,False,False,False,False,False,False
268,M2HEXBOH,0.6176829311661958,-0.4399157674592922,False,True,True,True,True,False,False,False,False,False,False
269,CO2HOC61O2,0.2943444904743435,-0.22609942158078222,False,True,True,True,True,False,False,False,False,False,False
270,HEX2ONAO,0.3860001466459735,-0.21175649249975015,False,True,True,True,True,False,False,False,False,False,False
271,TBUTOLO2,0.15277501338809496,-0.525754385622788,False,True,True,True,True,False,False,False,False,False,False
