,id,x,y,z,rxns,all,MCM_v3.3.1,MCM_v3.1,MCM_v3.2,CRI_v2.0.r5,CRI_v2.0.r4,CRI_v2.0.r1,CRI_v2.0.r3,CRI_v2.0.r2,CRI_v2.2
5096,NPETLQO,0.3741630875562225,-0.5853135631861387,0.18713940670981244,False,True,True,True,True,False,False,False,False,False,False
5097,NPETLQO2,0.37022226218223153,-0.5826786152712988,0.18987101660132688,False,True,True,True,True,False,False,False,False,False,False
5098,NPETLQOOH,0.37028911835155753,-0.586606923643506,0.19495963744173772,False,True,True,True,True,False,False,False,False,False,False
5099,NPETOL1O,0.552220431706423,-0.6219748518115815,-0.38305178687040264,False,True,True,True,True,False,False,False,False,False,False
5100,NPETOL1O2,0.5478724753150883,-0.6251227596366314,-0.38356303797831237,False,True,True,True,True,False,False,False,False,False,False
5101,NPETOL1OOH,0.551187619159595,-0.62746834555084,-0.37719581156335336,False,True,True,True,True,False,False,False,False,False,False
5102,NPETOLO,0.38213464832502253,-0.5310099610676582,-0.1935071109295453,False,True,True,True,True,False,False,False,False,False,False
5103,NPETOLO2,0.38537233122851666,-0.5344603837115498,-0.19604138744950206,False,True,True,True,True,False,False,False,False,False,False
5104,NPETOLOH,0.37980482609327115,-0.5354556136228124,-0.18676098532900443,False,True,True,True,True,False,False,False,False,False,False
5105,NPETOLOOH,0.3808238063292042,-0.530961734067553,-0.20028907188811718,False,True,True,True,True,False,False,False,False,False,False
5106,NPHEN1O,0.6774812284014229,0.14617209147346633,0.394252964181365,False,True,True,True,True,False,False,False,False,False,False
5107,NPHEN1O2,0.6726168657366745,0.14528559152607778,0.39481247357142335,False,True,True,True,True,False,False,False,False,False,False
5108,NPHEN1OOH,0.6714365085402993,0.14817219669601212,0.40079602275306336,False,True,True,True,True,False,False,False,False,False,False
5109,NPHENO,0.6457960149112312,-0.17682254217670368,-0.15765789656004447,False,True,True,True,True,False,False,False,False,False,False
5110,NPHENO2,0.6493831942033395,-0.1735602048332222,-0.15411927440567053,False,True,True,True,True,False,False,False,False,False,False
5111,NPHENOH,0.6519467824892164,-0.17971397004664857,-0.16332227215282114,False,True,True,True,True,False,False,False,False,False,False
5112,NPHENOOH,0.6424393741340395,-0.1748693486724422,-0.1527670868959652,False,True,True,True,True,False,False,False,False,False,False
5113,NPPRBQO,0.3568344295439716,-0.11965162568833076,0.5856046977765352,False,True,True,True,True,False,False,False,False,False,False
5114,NPPRBQO2,0.35662417841836747,-0.12384693627021148,0.5889923336224052,False,True,True,True,True,False,False,False,False,False,False
5115,NPPRBQOOH,0.36030495634753223,-0.12732322612325064,0.5851651173846877,False,True,True,True,True,False,False,False,False,False,False
5116,NPRACANO3,-0.8349713094818185,-0.18792702816456808,0.4846732173701147,False,True,True,True,True,False,False,False,False,False,False
5117,NPRACAOH,-0.8386276503284021,-0.20224781663217695,0.47540380475941335,False,True,True,True,True,False,False,False,False,False,False
5118,NPRACAOOH,-0.8370507668863698,-0.20009733085475778,0.48410940773709266,False,True,True,True,True,False,False,False,False,False,False
5119,NPRACBNO3,-0.8324584396692234,0.4138880607484834,0.36376519717808486,False,True,True,True,True,False,False,False,False,False,False
5120,NPRACBOH,-0.8135819460678198,0.4087514468100033,0.367229759592528,False,True,True,True,True,False,False,False,False,False,False
5121,NPRACBOOH,-0.8252287518414264,0.4078044438988462,0.37226247727441053,False,True,True,True,True,False,False,False,False,False,False
5122,NPRACCNO3,-0.5503161835732087,-0.0037551295991020694,0.7209811243224131,False,True,True,True,True,False,False,False,False,False,False
5123,NPRACCOH,-0.5503669020464904,-0.0025380554873556394,0.7350476968615394,False,True,True,True,True,False,False,False,False,False,False
5124,NPRACCOOH,-0.5480891815191105,0.007764985444214556,0.7197818343403066,False,True,True,True,True,False,False,False,False,False,False
5125,NPROACEAO,-0.8319328118552125,-0.19555829329030894,0.4896280528738761,False,True,True,True,True,False,False,False,False,False,False
5126,NPROACEAO2,-0.8302406591557219,-0.20124031075725146,0.48771205573114895,False,True,True,True,True,False,False,False,False,False,False
5127,NPROACEBO,-0.8279491063174469,0.4119059310441586,0.3704836101017486,False,True,True,True,True,False,False,False,False,False,False
5128,NPROACEBO2,-0.8273174307865744,0.4063506190593107,0.36963550662834677,False,True,True,True,True,False,False,False,False,False,False
5129,NPROACECO,-0.5527552810610306,0.003748114762723187,0.7263182036451727,False,True,True,True,True,False,False,False,False,False,False
5130,NPROACECO2,-0.5518100731498708,0.003707341026270683,0.7224432069300804,False,True,True,True,True,False,False,False,False,False,False
5131,NPROACET,-0.8182803210018281,0.4173143698923223,0.3722753780033017,False,True,True,True,True,False,False,False,False,False,True
5132,NPROPOL,-0.47007494807119954,-0.197033601066255,0.34432379873907304,False,True,True,True,True,True,True,True,True,True,True
5133,NPTLQO,0.6038195621151448,-0.4440698326961524,0.23990721031293827,False,True,True,True,True,False,False,False,False,False,False
5134,NPTLQO2,0.6058068041137294,-0.44773508470414924,0.2409469135006126,False,True,True,True,True,False,False,False,False,False,False
5135,NPTLQOOH,0.611312063849947,-0.4451483637894146,0.24499917578676533,False,True,True,True,True,False,False,False,False,False,False
5136,NPXYFUO,0.18304711976706378,-0.34837036582371717,0.5898906065970506,False,True,True,True,True,False,False,False,False,False,False
5137,NPXYFUO2,0.18811066770870077,-0.34783636140437013,0.5907745454284832,False,True,True,True,True,False,False,False,False,False,False
5138,NPXYFUOOH,0.18845232578780768,-0.3546262845919119,0.5891308970067921,False,True,True,True,True,False,False,False,False,False,False
5139,NPXYOL1O,0.2186182904646965,-0.9120690259899689,0.07214947644541914,False,True,True,True,True,False,False,False,False,False,False
5140,NPXYOL1O2,0.22006146156807693,-0.9072550945249204,0.0703471968388436,False,True,True,True,True,False,False,False,False,False,False
5141,NPXYOL1OOH,0.2190014454764886,-0.9066062221598681,0.06336790250871394,False,True,True,True,True,False,False,False,False,False,False
5142,NPXYOLO,0.3866532032173957,-0.805596962575848,-0.057178610591498424,False,True,True,True,True,False,False,False,False,False,False
5143,NPXYOLO2,0.3901643047995813,-0.8086396478552138,-0.061962583108167824,False,True,True,True,True,False,False,False,False,False,False
5144,NPXYOLOH,0.3965963293657653,-0.8073725930342676,-0.05602428203860177,False,True,True,True,True,False,False,False,False,False,False
5145,NPXYOLOOH,0.3875901117420182,-0.801011013293115,-0.0602714408919659,False,True,True,True,True,False,False,False,False,False,False
5146,NPXYQO,0.2974744505690843,-0.634741854021255,0.4669609944072952,False,True,True,True,True,False,False,False,False,False,False
5147,NPXYQO2,0.29924729174879605,-0.6292395917365228,0.46561358494532734,False,True,True,True,True,False,False,False,False,False,False
5148,NPXYQOOH,0.2952008797349728,-0.631515029286942,0.47163870314228307,False,True,True,True,True,False,False,False,False,False,False
5149,NRI12O2,-0.6211837230586927,0.372569359194697,0.27264926023875913,False,True,False,False,False,False,False,True,True,True,True
5150,NRI12OOH,-0.6057191994780609,0.3702570937532883,0.28435691060989376,False,True,False,False,False,False,False,True,True,True,True
5151,NRI15O2,-0.5926061687495822,0.3628695941917157,0.2781545268418777,False,True,False,False,False,False,False,False,False,False,True
5152,NRI15OOH,-0.6011729799638976,0.3570770930518046,0.2955365867060378,False,True,False,False,False,False,False,False,False,False,True
5153,NRN12O2,-0.36953433525371926,0.3579662235628356,-0.1675240873331566,False,True,False,False,False,True,True,True,False,False,True
5154,NRN12OOH,-0.37360287896497424,0.3494449510715163,-0.16878071388811244,False,True,False,False,False,True,True,True,False,False,True
5155,NRN15O2,-0.4851203526317125,-0.20138674546666202,0.3454447287382847,False,True,False,False,False,False,False,True,True,True,True
5156,NRN15OOH,-0.4708767610260808,-0.1914392690540493,0.3468179396580353,False,True,False,False,False,False,False,True,True,True,True
5157,NRN18O2,-0.4767914571647913,-0.209361737574971,0.3498945245961953,False,True,False,False,False,False,False,False,False,False,True
5158,NRN18OOH,-0.48832299368093934,-0.20463286100101719,0.3564977865693857,False,True,False,False,False,False,False,False,False,False,True
5159,NRN6O2,-0.19438638716177115,0.014458016204272228,0.25306643158671793,False,True,False,False,False,True,True,True,True,True,True
5160,NRN6OOH,-0.2005989390617543,0.011762126898390068,0.2550684335887199,False,True,False,False,False,True,True,True,True,True,True
5161,NRN9O2,-0.19839683516726725,0.01451808074076677,0.2505221211665125,False,True,False,False,False,True,True,True,True,True,True
5162,NRN9OOH,-0.19793760244555259,0.002105766195503511,0.2501054754038048,False,True,False,False,False,True,True,True,True,True,True
5163,NRTN28O2,-0.40717620289233614,0.35883869383746636,0.3562349939438245,False,True,False,False,False,True,True,True,True,True,True
5164,NRTN28OOH,-0.41330576092694926,0.3616884711164112,0.3580081274592015,False,True,False,False,False,True,True,True,True,True,True
5165,NRTX28O2,-0.007740883930773879,0.2738942864157696,0.048075760724925365,False,True,False,False,False,True,True,True,True,True,True
5166,NRTX28OOH,-0.012237353233417902,0.274500631335274,0.04977005645263399,False,True,False,False,False,True,True,True,True,True,True
5167,NRU12O2,0.19411896248446747,-0.037324190663252765,0.0634209388386,False,True,False,False,False,True,True,True,True,True,True
5168,NRU12OOH,0.1988851157418614,-0.04008715934200824,0.065165404067552,False,True,False,False,False,True,True,True,True,True,True
5169,NRU14O2,0.1987454094018215,0.16847970958577396,-0.19496107085605885,False,True,False,False,False,True,True,True,True,True,True
5170,NRU14OOH,0.20188442182093147,0.17059950545403524,-0.19875292954051904,False,True,False,False,False,True,True,True,True,True,True
5171,NRUA20O2,0.10009014055933263,0.2043952334186807,0.6713276522345735,False,True,False,False,False,False,False,True,False,False,True
5172,NRUA20OOH,0.10709067310330211,0.21118121076075913,0.6844768396081045,False,True,False,False,False,False,False,True,False,False,True
5173,NSTYRENEO,0.1703573577519728,0.5857958331871911,0.3277602184523425,False,True,True,True,True,False,False,False,False,False,False
5174,NSTYRENO2,0.17428711727724777,0.584169268001824,0.32741619901524444,False,True,True,True,True,False,False,False,False,False,False
5175,NSTYRENOOH,0.17194438488866148,0.5790352846269862,0.3242569538512259,False,True,True,True,True,False,False,False,False,False,False
5176,NT123L1O,-0.1756929411412118,-0.895571007681246,-0.16931728864903084,False,True,True,True,True,False,False,False,False,False,False
5177,NT123L1O2,-0.17206472599344813,-0.8989205920521904,-0.17058824934719918,False,True,True,True,True,False,False,False,False,False,False
5178,NT123L1OOH,-0.16778316469440968,-0.8984251692329277,-0.16563341384343777,False,True,True,True,True,False,False,False,False,False,False
5179,NT124L1O,-0.3363335615664631,-0.8297499210830908,-0.17662053461576133,False,True,True,True,True,False,False,False,False,False,False
5180,NT124L1O2,-0.3379929777968357,-0.8334546315457192,-0.1805160769361247,False,True,True,True,True,False,False,False,False,False,False
5181,NT124L1OOH,-0.3368638001507722,-0.830122584265722,-0.18674139533328082,False,True,True,True,True,False,False,False,False,False,False
5182,NTLFUO,-0.04916326046010877,-0.6188795552593737,0.513972206096311,False,True,True,True,True,False,False,False,False,False,False
5183,NTLFUO2,-0.04707702522321888,-0.6208743993546351,0.5094521729366597,False,True,True,True,True,False,False,False,False,False,False
5184,NTLFUOOH,-0.043160360285591115,-0.6245484199081057,0.5130643770261909,False,True,True,True,True,False,False,False,False,False,False
5185,NTM123LOOH,0.10595504037882075,-0.5393532320858616,-0.310797193374759,False,True,True,True,True,False,False,False,False,False,False
5186,NTM123OLO,0.10950533350854252,-0.5342148644382869,-0.31350156839416976,False,True,True,True,True,False,False,False,False,False,False
5187,NTM123OLO2,0.10918211851062898,-0.5351355617130229,-0.3088133479541594,False,True,True,True,True,False,False,False,False,False,False
5188,NTM123OLOH,0.10289717751696181,-0.5343244712567079,-0.3187492982242386,False,True,True,True,True,False,False,False,False,False,False
5189,NTM124LOOH,0.13610117874342675,-0.7689005997685104,0.16222809922093928,False,True,True,True,True,False,False,False,False,False,False
5190,NTM124OLO,0.1373377873374415,-0.7633457262109362,0.15610025299762764,False,True,True,True,True,False,False,False,False,False,False
5191,NTM124OLO2,0.14054042838666847,-0.7684095612219846,0.15622591565312316,False,True,True,True,True,False,False,False,False,False,False
5192,NTM124OLOH,0.13396039809390747,-0.7605354073866228,0.150449255938516,False,True,True,True,True,False,False,False,False,False,False
5193,NTM124QO,-0.19110951271074095,-0.593038651748448,0.35223242335414184,False,True,True,True,True,False,False,False,False,False,False
5194,NTM124QO2,-0.19108553670518957,-0.5910262705622391,0.3564156041483011,False,True,True,True,True,False,False,False,False,False,False
5195,NTM124QOOH,-0.18931822844983603,-0.5842657220020343,0.3533156067762273,False,True,True,True,True,False,False,False,False,False,False
5196,NTM135LOOH,0.35014051322484185,-0.46510118901476616,0.378259404989715,False,True,True,True,True,False,False,False,False,False,False
5197,NTM135OLO,0.35682705231149425,-0.47066921539055107,0.3776568931700197,False,True,True,True,True,False,False,False,False,False,False
5198,NTM135OLO2,0.3537668840644861,-0.46897688611413135,0.38190983346114593,False,True,True,True,True,False,False,False,False,False,False
5199,NTM135OLOH,0.3626200241143287,-0.470099259934762,0.38443550949517524,False,True,True,True,True,False,False,False,False,False,False
5200,NTMB1FUO,-0.2255196914472517,-0.8587431166918033,0.032894469648646174,False,True,True,True,True,False,False,False,False,False,False
5201,NTMB1FUO2,-0.2266073721606301,-0.8579451790536986,0.0270169931267783,False,True,True,True,True,False,False,False,False,False,False
5202,NTMB1FUOOH,-0.22105093287410071,-0.8546219003191752,0.027839295142397802,False,True,True,True,True,False,False,False,False,False,False
5203,NTMB2FUO,-0.4850996041653699,-0.682578653852899,0.3300527257567829,False,True,True,True,True,False,False,False,False,False,False
5204,NTMB2FUO2,-0.4795837396574659,-0.6854635053137386,0.33201220313392166,False,True,True,True,True,False,False,False,False,False,False
5205,NTMB2FUOOH,-0.4782622928899617,-0.6823813615797412,0.3369957069241081,False,True,True,True,True,False,False,False,False,False,False
5206,NUCARB12,0.1986273736821842,0.1705328645084354,-0.1944034726850956,False,True,False,False,False,True,True,True,True,True,True
5207,OCATEC1OOH,-0.07019376762178775,-0.9863692960611696,-0.24417782938069343,False,True,True,True,True,False,False,False,False,False,False
5208,OCCOHCO,0.3458409699216398,0.010693679632422626,-0.2828470475248519,False,True,True,False,True,False,False,False,False,False,False
5209,OCCOHCO2,0.3462540949403712,0.004531584300796254,-0.28179396580351235,False,True,True,False,True,False,False,False,False,False,False
5210,OCCOHCOH,0.352720239206763,0.013017782610220685,-0.27072227358623546,False,True,True,False,True,False,False,False,False,False,False
5211,OCCOHCOOH,0.3438242189931462,0.01029295710427558,-0.2899849730398657,False,True,True,False,True,False,False,False,False,False,False
5212,OCT3ONE,-0.521494258438286,-0.1964127880467188,-0.673788346819373,False,True,True,True,True,False,False,False,False,False,False
5213,OCTNO3,-0.5197790518873036,-0.2072550945249203,-0.6706969499332267,False,True,True,True,True,False,False,False,False,False,False
5214,OCTO,-0.5225224602148157,-0.2025468240328293,-0.6657230022385154,False,True,True,True,True,False,False,False,False,False,False
5215,OCTO2,-0.5216418030878329,-0.20055461050121015,-0.6602234692926816,False,True,True,True,True,False,False,False,False,False,False
5216,OCTOH,-0.5245235345242953,-0.18955929290449303,-0.6693065380416217,False,True,True,True,True,False,False,False,False,False,False
5217,OCTOOH,-0.5140524751767654,-0.19802269299568587,-0.6628466175005554,False,True,True,True,True,False,False,False,False,False,False
5218,OET1O,0.6572537791026056,-0.2712102346462768,-0.4732231037720298,False,True,True,True,True,False,False,False,False,False,False
5219,OET1O2,0.6577517422948265,-0.2679268527936586,-0.4767942166510185,False,True,True,True,True,False,False,False,False,False,False
5220,OET1OHNO2,0.6232447373820504,-0.16045780575918067,-0.7209428999405134,False,True,True,True,True,False,False,False,False,False,False
5221,OET1OOH,0.6605320367847254,-0.2645202728771351,-0.4704475358413306,False,True,True,True,True,False,False,False,False,False,False
5222,OETCATECH,0.5191197117346409,-0.2638358879029147,-0.5433103748139547,False,True,True,True,True,False,False,False,False,False,False
5223,OETHTOL,0.22091122653406092,-0.11847751744940538,-0.496260938743039,False,True,True,True,True,False,False,True,False,False,True
5224,OETLBIPNO3,-0.009343311040258984,-0.30963750833011816,-0.022591851995193313,False,True,True,True,True,False,False,False,False,False,False
5225,OETLBIPRO,-0.007437310814331188,-0.3051300375293746,-0.017555025192256712,False,True,True,True,True,False,False,False,False,False,False
5226,OETLBIPRO2,-0.007626398504266163,-0.3079881449265196,-0.015575002209847089,False,True,True,True,True,False,False,False,False,False,False
5227,OETLBPR2OH,-0.003941655312644898,-0.29867288064255904,-0.01402213669516772,False,True,True,True,True,False,False,False,False,False,False
5228,OETLBPROOH,-0.006722779741197393,-0.3094643295570131,-0.010319149698624686,False,True,True,True,True,False,False,False,False,False,False
5229,OETLMUCCO,-0.06065436052074047,-0.026859370067693122,0.1775770997728039,False,True,True,True,True,False,False,False,False,False,False
5230,OETLMUCCO3,-0.046180553154112736,-0.3921995019466171,-0.44691995097723025,False,True,True,True,True,False,False,False,False,False,False
5231,OETLMUCNO3,-0.03931624581860771,-0.029909070183437803,0.1490789118474083,False,True,True,True,True,False,False,False,False,False,False
5232,OETLMUCO,0.28599501575730746,-0.21887473255936307,-0.38955662106020106,False,True,True,True,True,False,False,False,False,False,False
5233,OETLMUCO2,0.2911447851035234,-0.2195060678334677,-0.3888747936480633,False,True,True,True,True,False,False,False,False,False,False
5234,OETLMUCO2H,-0.041814292004693776,-0.38905597839430395,-0.4367121297908887,False,True,True,True,True,False,False,False,False,False,False
5235,OETLMUCO3H,-0.0450858640698808,-0.38763985830030523,-0.4514987541240524,False,True,True,True,True,False,False,False,False,False,False
5236,OETLMUCOH,0.2831169729370837,-0.21462549542281928,-0.386733272652127,False,True,True,True,True,False,False,False,False,False,False
5237,OETLMUCOOH,0.28805925761987417,-0.22054689418119333,-0.3981136267532449,False,True,True,True,True,False,False,False,False,False,False
5238,OETLMUCPAN,-0.05073788462469486,-0.39695205359334995,-0.44728308260527827,False,True,True,True,True,False,False,False,False,False,False
5239,OETLPOXMUC,-0.05926970009244603,-0.008546701273192792,0.19145876186448985,False,True,True,True,True,False,False,False,False,False,False
5240,OETLQCO,0.2554850876161625,-0.4023578618778716,-0.4120368578602469,False,True,True,True,True,False,False,False,False,False,False
5241,OETLQO,0.2434408334428393,-0.40814510189049824,-0.41257391042593905,False,True,True,True,True,False,False,False,False,False,False
5242,OETLQO2,0.24684819269331215,-0.4101004875311284,-0.41232736316268537,False,True,True,True,True,False,False,False,False,False,False
5243,OETLQOH,0.2567272291345353,-0.4092762442566028,-0.4097539066512813,False,True,True,True,True,False,False,False,False,False,False
5244,OETLQONE,0.24487063331235426,-0.40199835151345087,-0.40204070418867555,False,True,True,True,True,False,False,False,False,False,False
5245,OETLQOOH,0.24861872848787492,-0.4005953842376626,-0.4147144758123278,False,True,True,True,True,False,False,False,False,False,False
5246,OETOH,0.503682852775799,-0.30270860369681873,-0.7117308239026616,False,True,True,True,True,False,False,False,False,False,False
5247,OETOLO,0.5049738684593341,-0.2999666795272,-0.7174979275217939,False,True,True,True,True,False,False,False,False,False,False
5248,OETOLO2,0.5094970341220055,-0.2968178948476027,-0.7163368619215875,False,True,True,True,True,False,False,False,False,False,False
5249,OETOLOH,0.4999389072935472,-0.30031742134614714,-0.7244786552662448,False,True,True,True,True,False,False,False,False,False,False
5250,OETOLOOH,0.5095800279873759,-0.3042777349093333,-0.7165470960220364,False,True,True,True,True,False,False,False,False,False,False
5251,OTCATEC1O,0.5120052931643024,-0.25983655431237074,-0.545648751376675,False,True,True,True,True,False,False,False,False,False,False
5252,OTCATEC1O2,0.5071363197292555,-0.2581170425449827,-0.5466492745729022,False,True,True,True,True,False,False,False,False,False,False
5253,OTCATECOOA,0.5236613204785057,-0.2681999929851636,-0.5519290173228121,False,True,True,True,True,False,False,False,False,False,False
5254,OTCTEC1OOH,0.503005069541943,-0.26273718915506283,-0.5425224747420452,False,True,True,True,True,False,False,False,False,False,False
5255,OTNCATCOOH,0.3354413775137344,-0.50238504436884,-0.6843191640327677,False,True,True,True,True,False,False,False,False,False,False
5256,OTNCATECH,0.5123741547881697,-0.26692592332783827,-0.5493202032581508,False,True,True,True,True,False,False,False,False,False,False
5257,OTNCATECO,0.33453121145684195,-0.5094393392024132,-0.6885095118985334,False,True,True,True,True,False,False,False,False,False,False
5258,OTNCATECO2,0.3325287539162731,-0.5078259268352565,-0.6836550153972589,False,True,True,True,True,False,False,False,False,False,False
5259,OTNNCATCO,0.47327021188794927,-0.37389954754305355,-0.6927141939075112,False,True,True,True,True,False,False,False,False,False,False
5260,OTNNCATCO2,0.47026860042372975,-0.36992739644347794,-0.6911995527747317,False,True,True,True,True,False,False,False,False,False,False
5261,OTNNCATOOH,0.4684150707637973,-0.3727684051769493,-0.6855423442535613,False,True,True,True,True,False,False,False,False,False,False
5262,OXCATEC1O,-0.0689539775962672,-0.9914243625267443,-0.24282564187098787,False,True,True,True,True,False,False,False,False,False,False
5263,OXCATEC1O2,-0.07225611906853224,-0.9899687839781138,-0.24793528612144367,False,True,True,True,True,False,False,False,False,False,False
5264,OXCATECOOA,-0.07759294736575173,-1.0,-0.24366610046800985,False,True,True,True,True,False,False,False,False,False,False
5265,OXNCATCOOH,0.09353270304103356,-0.5795877029918278,-0.5293823656592154,False,True,True,True,True,False,False,False,False,False,False
5266,OXNCATECH,-0.06260139660232344,-0.9956201115358986,-0.2535571370893567,False,True,True,True,True,False,False,False,False,False,False
5267,OXNCATECO,0.09440091108821091,-0.5865367752797166,-0.5253090799630179,False,True,True,True,True,False,False,False,False,False,False
5268,OXNCATECO2,0.08990126035406099,-0.5841254252744555,-0.5271385944416971,False,True,True,True,True,False,False,False,False,False,False
5269,OXNNCATCO,-0.09627887783072486,-0.7352644593314861,-0.39523580860096375,False,True,True,True,True,False,False,False,False,False,False
5270,OXNNCATCO2,-0.0981480841096718,-0.7363999859703274,-0.39003442583394843,False,True,True,True,True,False,False,False,False,False,False
5271,OXNNCATOOH,-0.09791385697851618,-0.7425116621654799,-0.3916044923204828,False,True,True,True,True,False,False,False,False,False,False
5272,OXY1O,0.26927175188522856,-0.6641953982673354,-0.29360912224874036,False,True,True,True,True,False,False,False,False,False,False
5273,OXY1OHNO2,-0.3051559938861186,-0.2914975798814493,-0.7911515333949701,False,True,True,True,True,False,False,False,False,False,False
5274,OXYBIPENO3,0.33397469148183245,-0.464890743923398,-0.3032110869819701,False,True,True,True,True,False,False,False,False,False,False
5275,OXYBIPERO,0.34516410884184356,-0.46365437901160955,-0.3027753290283123,False,True,True,True,True,False,False,False,False,False,False
5276,OXYBIPERO2,0.3398916930056919,-0.4630537336466627,-0.30339074157689916,False,True,True,True,True,False,False,False,False,False,False
5277,OXYBPER2OH,0.34402524857815364,-0.47134439339202416,-0.2977942142619947,False,True,True,True,True,False,False,False,False,False,False
5278,OXYBPEROOH,0.34324833378288333,-0.4599628213671917,-0.30935995661532656,False,True,True,True,True,False,False,False,False,False,False
5279,OXYCATECH,-0.064210785974959,-0.9945766546245309,-0.23938496969523226,False,True,True,True,True,False,False,False,False,False,False
5280,OXYEPOXMUC,-0.05263955072654214,0.0022092350320930265,0.17861489174138323,False,True,True,True,True,False,False,False,False,False,False
5281,OXYFUO,-0.27129403573808064,-0.6404940198519871,0.21362508092818344,False,True,True,True,True,False,False,False,False,False,False
5282,OXYFUO2,-0.2667256845264854,-0.6382098137560941,0.21255479823498913,False,True,True,True,True,False,False,False,False,False,False
5283,OXYFUOH,-0.27283679947990513,-0.6356450142050436,0.20628552179864834,False,True,True,True,True,False,False,False,False,False,False
5284,OXYFUONE,-0.019810082371411353,-0.3138893760303041,-0.17515367396035664,False,True,True,True,True,False,False,False,False,False,False
5285,OXYFUOOH,-0.2629812779672036,-0.6434840938585107,0.2136585272623459,False,True,True,True,True,False,False,False,False,False,False
5286,OXYL,-0.03242547727236056,-0.05587097962190024,0.2883002334076321,False,True,True,True,True,True,True,True,True,True,True
5287,OXYL1O2,0.43483944145128595,-0.2574348497071306,-0.32390815636639025,False,True,True,True,True,False,False,False,False,False,False
5288,OXYL1OOH,0.43672985727360536,-0.2592468696292659,-0.31475532812048324,False,True,True,True,True,False,False,False,False,False,False
5289,OXYLAL,0.4290759785783611,-0.25991064852162316,-0.3260095417613318,False,True,True,True,True,False,False,False,False,False,False
5290,OXYLCO2H,0.42478104604545774,-0.25565834239416363,-0.3191802781301588,False,True,True,True,True,False,False,False,False,False,False
5291,OXYLCO3,0.43082346052143206,-0.2546052400827751,-0.32729818123612875,False,True,True,True,True,False,False,False,False,False,False
5292,OXYLCO3H,0.4279048429225829,-0.26159464767984286,-0.3335445230433297,False,True,True,True,True,False,False,False,False,False,False
5293,OXYLNO3,0.35717839300822796,-0.36414454070358804,-0.28295646481804004,False,True,True,True,True,False,False,False,False,False,False
5294,OXYLO,0.360358441282993,-0.36873487425905793,-0.28430005184181806,False,True,True,True,True,False,False,False,False,False,False
5295,OXYLO2,0.35952988586038126,-0.3714750447195819,-0.28885257572608414,False,True,True,True,True,False,False,False,False,False,False
5296,OXYLOH,0.3591176829957097,-0.37920451755462803,-0.2931346621084091,False,True,True,True,True,False,False,False,False,False,False
5297,OXYLOL,0.5277925706658184,-0.3423371681105537,-0.2544506320162644,False,True,True,True,True,False,False,False,False,False,False
5298,OXYLOOH,0.35560612033649397,-0.3731586054505278,-0.2767617259264037,False,True,True,True,True,False,False,False,False,False,False
5299,OXYLPAN,0.43405099973026995,-0.25575698853074247,-0.3353883716652213,False,True,True,True,True,False,False,False,False,False,False
5300,OXYMUCCO,-0.054210947351919336,-0.01811362281224782,0.19190694274226483,False,True,True,True,True,False,False,False,False,False,False
5301,OXYMUCCO2H,-0.004362895287101098,-0.4276288099330082,-0.27063913555560337,False,True,True,True,True,False,False,False,False,False,False
5302,OXYMUCCO3,-0.009139607208478395,-0.42515169583669454,-0.26664851008526436,False,True,True,True,True,False,False,False,False,False,False
5303,OXYMUCCO3H,-0.01270746737303674,-0.4194039142786995,-0.26750473623981974,False,True,True,True,True,False,False,False,False,False,False
5304,OXYMUCNO3,-0.06147309500261666,-0.023540037178632733,0.18768553756620587,False,True,True,True,True,False,False,False,False,False,False
5305,OXYMUCO,0.35772061959531265,-0.21829337799445825,-0.2256327926972319,False,True,True,True,True,False,False,False,False,False,False
5306,OXYMUCO2,0.36240654544951556,-0.21566325277962894,-0.223405266842021,False,True,True,True,True,False,False,False,False,False,False
5307,OXYMUCOH,0.35364700403672944,-0.21390033671214614,-0.22994354736598177,False,True,True,True,True,False,False,False,False,False,False
5308,OXYMUCOOH,0.3616171815744398,-0.21998526884360425,-0.21601936064943228,False,True,True,True,True,False,False,False,False,False,False
5309,OXYMUCPAN,-0.01212826240815934,-0.4306276524850059,-0.26779763056612704,False,True,True,True,True,False,False,False,False,False,False
5310,OXYOLO,0.5312644807004683,-0.3499618568271895,-0.2570613573000208,False,True,True,True,True,False,False,False,False,False,False
5311,OXYOLO2,0.5282997553986355,-0.34846550454210656,-0.2519321230538414,False,True,True,True,True,False,False,False,False,False,False
5312,OXYOLOH,0.5382590192430499,-0.34466653221563603,-0.26395751359951836,False,True,True,True,True,False,False,False,False,False,False
5313,OXYOLOOH,0.5256762270988804,-0.3529221177791029,-0.2505732462773035,False,True,True,True,True,False,False,False,False,False,False
5314,OXYQCO,0.1736374597422119,-0.5681579039668899,-0.4211452502621954,False,True,True,True,True,False,False,False,False,False,False
5315,OXYQO,0.1666401547374512,-0.5609808494966855,-0.4274967091196208,False,True,True,True,True,False,False,False,False,False,False
5316,OXYQO2,0.16668211274716604,-0.5578417102171093,-0.4230717591099452,False,True,True,True,True,False,False,False,False,False,False
5317,OXYQOH,0.16825899618919848,-0.5672196696012065,-0.42815321287874986,False,True,True,True,True,False,False,False,False,False,False
5318,OXYQONE,0.5411407506795123,-0.3451251271439094,-0.2531471805934813,False,True,True,True,True,False,False,False,False,False,False
