,id,x,y,z,rxns,all,MCM_v3.3.1,MCM_v3.1,MCM_v3.2,CRI_v2.0.r5,CRI_v2.0.r4,CRI_v2.0.r1,CRI_v2.0.r3,CRI_v2.0.r2,CRI_v2.2
1082,C526OOH,-0.01744332786957059,0.012143120199221258,0.1673453883477749,False,True,True,False,False,False,False,False,False,False,False
1083,C527NO3,0.38906970793075546,-0.17931982392760681,0.1987596188073515,False,True,True,False,False,False,False,False,False,False,False
1084,C527O,0.38583018071914177,-0.18823261197432561,0.1921286441572838,False,True,True,False,False,False,False,False,False,False,False
1085,C527O2,0.3887179061569921,-0.1822090596611834,0.1863333500565003,False,True,True,False,False,False,False,False,False,False,False
1086,C527OOH,0.2910659409314216,-0.2830837220721827,0.44592802826693045,False,True,True,False,False,False,False,False,False,False,False
1087,C52NO3,-0.7045925577556613,-0.38200168356073094,-0.43262450995147894,False,True,True,True,True,False,False,False,False,False,False
1088,C52NO31CO,-0.041310888103521015,0.07687255796008574,0.6193807172327457,False,True,True,True,True,False,False,False,False,False,False
1089,C52NO31O,0.010355836197774249,0.16729288695591182,0.5239631039153712,False,True,True,True,True,False,False,False,False,False,False
1090,C52NO31O2,0.01286497128642794,0.1661477149170496,0.5287507077483209,False,True,True,True,True,False,False,False,False,False,False
1091,C52NO31OOH,0.018549589987251203,0.16713329942829103,0.5253869621411389,False,True,True,True,True,False,False,False,False,False,False
1092,C52NO33CO,-0.7309062238482873,0.14923932868015877,0.27730307873505966,False,True,True,True,True,False,False,False,False,False,False
1093,C52NO33O,-0.7346640016414343,0.14199607169162798,0.27678179372690104,False,True,True,True,True,False,False,False,False,False,False
1094,C52NO33O2,-0.737969923945344,0.14545789344463556,0.27450696519908946,False,True,True,True,True,False,False,False,False,False,False
1095,C52NO33OOH,-0.733534362918341,0.14660657290168722,0.2695521296953276,False,True,True,True,True,False,False,False,False,False,False
1096,C52O,-0.7075895584495824,-0.3874951772999895,-0.4283180555256927,False,True,True,True,True,False,False,False,False,False,False
1097,C52O2,-0.7116885332448065,-0.3882405036652521,-0.4264020583829653,False,True,True,True,True,False,False,False,False,False,False
1098,C52OH,-0.23653067199671718,-0.4192066220055417,-0.4353771432530382,False,True,True,True,True,False,False,False,False,False,False
1099,C52OH1OOH,-0.31263835192626455,0.09594529304478971,0.47466798540784216,False,True,True,True,True,False,False,False,False,False,False
1100,C52OH3OOH,-0.6883442032243117,-0.16093086878748541,0.027294597700325607,False,True,True,True,True,False,False,False,False,False,False
1101,C52OOH,-0.7080829108715048,-0.3831766686542035,-0.42151793798571846,False,True,True,True,True,False,False,False,False,False,False
1102,C530NO3,-0.04009212319056088,0.11791742660727444,-0.5416156012814723,False,True,True,False,False,False,False,False,False,False,False
1103,C530O,-0.05214209471905429,0.12007229665743058,-0.5438760956660718,False,True,True,False,False,False,False,False,False,False,False
1104,C530O2,-0.05337791948211823,0.1192181088001123,-0.535740991588247,False,True,True,False,False,False,False,False,False,False,False
1105,C530OOH,-0.06184753565854484,0.11699273964434775,-0.5412429135579493,False,True,True,False,False,False,False,False,False,False,False
1106,C531CO,-0.05314078756567464,-0.2940860545052787,0.8613983912313266,False,True,True,False,False,False,False,False,False,False,False
1107,C531O,0.2017096736266244,0.0322428185612571,0.40542069515816537,False,True,True,False,False,False,False,False,False,False,False
1108,C531O2,0.1953269843026324,0.03354538599137191,0.39982560125758204,False,True,True,False,False,False,False,False,False,False,False
1109,C531OOH,0.1910528002360714,0.03171319841464704,0.4114161894591488,False,True,True,False,False,False,False,False,False,False,False
1110,C532CO,0.21731159816214696,-0.34436620953316266,0.7132215747967539,False,True,True,False,False,False,False,False,False,False,False
1111,C533O,0.10678129041628348,-0.4797095857739119,0.5490239642984274,False,True,True,False,False,False,False,False,False,False,False
1112,C533O2,0.11468645609278716,-0.4808582652309634,0.5462765868493791,False,True,True,False,False,False,False,False,False,False,False
1113,C533OOH,0.11067600808729106,-0.48050313913927956,0.537031064477365,False,True,True,False,False,False,False,False,False,False,False
1114,C534O,0.23882867991340961,-0.39815772859598053,0.049422692382119715,False,True,True,False,False,False,False,False,False,False,False
1115,C534O2,0.2432780732513078,-0.3941680404054575,0.043166794479443604,False,True,True,False,False,False,False,False,False,False,False
1116,C534OOH,0.23429813701826085,-0.3924976324927222,0.039442306268081984,False,True,True,False,False,False,False,False,False,False,False
1117,C535O,0.3392245145435222,-0.32559406895584164,-0.06014826282129382,False,True,True,False,False,False,False,False,False,False,False
1118,C535O2,0.33412869120979694,-0.31898477780505774,-0.061081319983467885,False,True,True,False,False,False,False,False,False,False,False
1119,C535OOH,0.3298641897608625,-0.32309897934130694,-0.05297282963154093,False,True,True,False,False,False,False,False,False,False,False
1120,C536O,0.18401630368377475,-0.08450247272982359,-0.1269016032739183,False,True,True,False,False,False,False,False,False,False,False
1121,C536O2,0.1815453918808947,-0.07589702220195704,-0.12434439212482173,False,True,True,False,False,False,False,False,False,False,False
1122,C536OOH,0.1738836748761432,-0.057160832661078076,-0.11898103353950606,False,True,True,False,False,False,False,False,False,False,False
1123,C537O,0.18598371937007663,-0.003369313598260315,-0.15706876327401387,False,True,True,False,False,False,False,False,False,False,False
1124,C537O2,0.18826236205151603,-0.00483146855599581,-0.16550488435929966,False,True,True,False,False,False,False,False,False,False,False
1125,C537OOH,-0.027813365239863885,0.012015537862579473,0.18202976245935676,False,True,True,False,False,False,False,False,False,False,False
1126,C53NO324CO,-0.32590999315300617,-0.301253463575462,0.35315076412928437,False,True,True,True,True,False,False,False,False,False,False
1127,C53NO32CO,-0.7882457632784422,0.001436287748588283,0.3424011123295132,False,True,True,True,True,False,False,False,False,False,False
1128,C53NO32O,-0.7798449397948669,-0.0028339938970922685,0.34486419593818174,False,True,True,True,True,False,False,False,False,False,False
1129,C53NO32O2,-0.783021760530423,-0.002156185331977034,0.3452368836617046,False,True,True,True,True,False,False,False,False,False,False
1130,C53NO32OOH,-0.7860787012382224,-0.0048674195924379715,0.33965660170910783,False,True,True,True,True,False,False,False,False,False,False
1131,C53O,-0.244119077753725,-0.2059284135947529,-0.1042598206798685,False,True,True,True,True,False,False,False,False,False,False
1132,C53O2,-0.24731480264750427,-0.20434262214583843,-0.11003695819924941,False,True,True,True,True,False,False,False,False,False,False
1133,C53OH,-0.39262230644562635,-0.17713908666830347,0.15471366354421257,False,True,True,True,True,False,False,False,False,False,False
1134,C53OH2OOH,-0.5039594989936994,-0.06501788783276619,0.15922079597497252,False,True,True,True,True,False,False,False,False,False,False
1135,C53OOH,-0.24159145347617494,-0.20085493318368342,-0.11165327618788246,False,True,True,True,True,False,False,False,False,False,False
1136,C54CHO,-0.07552123605530159,-0.1529146645154501,-0.403235693927818,False,True,True,True,True,False,False,False,False,False,False
1137,C54CO,-0.05535146749291664,-0.014604889340956051,0.17499456497069854,False,True,True,True,True,False,False,False,False,False,False
1138,C54CO3,-0.08072458255238413,-0.15154194872154603,-0.3911558336379338,False,True,True,True,True,False,False,False,False,False,False
1139,C54CO3H,-0.08209338193085225,-0.1468297323839921,-0.3972358993838707,False,True,True,True,True,False,False,False,False,False,False
1140,C54NO3,-0.43265347525284314,-0.2516861912945879,-0.8519951932839761,False,True,True,True,True,False,False,False,False,False,False
1141,C54O,-0.4232797792363181,-0.24468056188839393,-0.9098286830983727,False,True,True,True,True,False,False,False,False,False,False
1142,C54O2,-0.418619673695786,-0.2456464171723195,-0.9107651804549179,False,True,True,True,True,False,False,False,False,False,False
1143,C54OH,-0.43766123287387015,-0.24774253796780188,-0.8475420527926494,False,True,True,True,True,False,False,False,False,False,False
1144,C54OOH,-0.4126376603107198,-0.24205482094630137,-0.9103112659198579,False,True,True,True,True,False,False,False,False,False,False
1145,C55O,0.04412691606323205,0.49036731436989234,-0.5276488899400593,False,True,True,True,True,False,False,False,False,False,False
1146,C55O2,0.050772419294229376,0.4851224088948125,-0.5251160468344239,False,True,True,True,True,False,False,False,False,False,False
1147,C55OOH,0.05208326129004748,0.48853118094770465,-0.5332984535848497,False,True,True,True,True,False,False,False,False,False,False
1148,C56NO3,-0.5512014514704899,-0.31178887096208485,0.244725393651408,False,True,True,True,True,False,False,False,False,False,False
1149,C56O,-0.5529258795620691,-0.30337589000736553,0.24622808966484389,False,True,True,True,True,False,False,False,False,False,False
1150,C56O2,-0.5557015632816698,-0.3030650450703237,0.2525026219536961,False,True,True,True,True,False,False,False,False,False,False
1151,C56OH,-0.5690497432953636,-0.49840850899652767,0.19811362675324484,False,True,True,True,True,False,False,False,False,False,False
1152,C56OOH,-0.5597590411442088,-0.30509978604749044,0.24848428380647958,False,True,True,True,True,False,False,False,False,False,False
1153,C57AO,0.2939707262193758,-0.12205464557539192,0.08059324240708499,False,True,True,False,False,False,False,False,False,False,False
1154,C57AO2,0.29171375415833833,-0.12420556978008479,0.0843311091521115,False,True,True,False,False,False,False,False,False,False,False
1155,C57AOOH,0.285060412617834,-0.13171582897828915,0.07756826038448938,False,True,True,False,False,False,False,False,False,False,False
1156,C57NO3,0.09806416809024188,-0.4490898249798324,0.36980369390870593,False,True,True,False,True,False,False,False,False,False,False
1157,C57NO3CO2H,0.09950872242471176,-0.4597260706394023,0.3838573657189408,False,True,True,False,True,False,False,False,False,False,False
1158,C57NO3CO3,0.10818988074242619,-0.4575120129072989,0.37672182922779585,False,True,True,False,True,False,False,False,False,False,False
1159,C57NO3CO3H,0.1158160948158804,-0.46003296973098107,0.37370640330067517,False,True,True,False,True,False,False,False,False,False,False
1160,C57NO3PAN,0.11115183958207986,-0.4500587492546736,0.37348183505701416,False,True,True,False,True,False,False,False,False,False,False
1161,C57O,0.4074500826480576,-0.15979183473045488,0.2911823518028769,False,True,True,True,True,False,False,False,False,False,False
1162,C57O2,0.4069166165245397,-0.15876459962821354,0.28456618910079534,False,True,True,True,True,False,False,False,False,False,False
1163,C57OH,0.40661000029969996,-0.15489372522885902,0.29443620231209744,False,True,True,True,True,False,False,False,False,False,False
1164,C57OOH,0.41024974237320944,-0.16384290273929347,0.28815498075641277,False,True,True,True,True,False,False,False,False,False,False
1165,C58ANO3,0.5107788282649441,-0.544956332643541,0.20985376784899468,False,True,True,False,False,False,False,False,False,False,False
1166,C58AO,0.3129823153905209,-0.15706700922450978,0.298232839044295,False,True,True,False,False,False,False,False,False,False,False
1167,C58AO2,0.31067278054808245,-0.16015529094033876,0.2903653056397686,False,True,True,False,False,False,False,False,False,False,False
1168,C58AOOH,0.3073092236154433,-0.16745729718354319,0.29952482315250806,False,True,True,False,False,False,False,False,False,False,False
1169,C58NO3,0.4985833408258351,0.0015033671214619293,0.40741361886946614,False,True,True,True,True,False,False,False,False,False,False
1170,C58NO3CO2H,0.39631046160726857,-0.3526139034057031,0.10445099036984473,False,True,True,False,True,False,False,False,False,False,False
1171,C58NO3CO3,0.3892605938211069,-0.3497018694538949,0.10657435478437871,False,True,True,False,True,False,False,False,False,False,False
1172,C58NO3CO3H,0.39303404823326815,-0.3602162323313809,0.10894283304784502,False,True,True,False,True,False,False,False,False,False,False
1173,C58NO3PAN,0.3834809932521377,-0.3550445442110063,0.08785014131076174,False,True,True,False,True,False,False,False,False,False,False
1174,C58O,0.6283857462646996,-0.2740227456069587,0.18766690318002976,False,True,True,True,True,False,False,False,False,False,False
1175,C58O2,0.6293447864867543,-0.2771518010592402,0.1916412832880614,False,True,True,True,True,False,False,False,False,False,False
1176,C58OH,0.6246187469309561,-0.27098444460032967,0.19503369718166863,False,True,True,True,True,False,False,False,False,False,False
1177,C58OOH,0.6332777735512383,-0.2806868401669531,0.1873095052092666,False,True,True,True,True,False,False,False,False,False,False
1178,C59O,0.43857416539294136,0.14321753007611093,-0.0204213282494905,False,True,True,True,True,False,False,False,False,False,False
1179,C59O2,0.4384542853651845,0.14364061239521586,-0.024654057398687534,False,True,True,True,True,False,False,False,False,False,False
1180,C59OOH,0.4445543344698881,0.14204999824629083,-0.027853342602745967,False,True,True,True,True,False,False,False,False,False,False
1181,C5CO14CO2,0.2434837136066137,-0.36176388060748477,-0.11579077884567146,False,True,True,True,True,False,False,False,False,False,False
1182,C5CO14O2,0.24047288060179772,-0.3617244221528533,-0.11036172210396544,False,True,True,True,True,False,False,False,False,False,False
1183,C5CO14OH,0.24168966288352967,-0.3685901932587422,-0.11915782130579267,False,True,True,True,True,False,False,False,False,False,False
1184,C5CO14OOH,0.23405146080729966,-0.3621540808810634,-0.11337743471395023,False,True,True,True,True,False,False,False,False,False,False
1185,C5CO234,-0.3238508231377675,-0.3112154080881062,0.35525692757196325,False,True,True,True,True,False,False,False,False,False,False
1186,C5CO234O,-0.13333748302660187,-0.13896171653046185,0.30795807740915127,False,True,True,True,True,False,False,False,False,False,False
1187,C5CO234O2,-0.13703670403696,-0.1409342008347655,0.3037992646584531,False,True,True,True,True,False,False,False,False,False,False
1188,C5CO234OOH,-0.14216480276277355,-0.14241783872891156,0.2989786922961146,False,True,True,True,True,False,False,False,False,False,False
1189,C5CO23CHO,-0.055585003008527645,-0.01866516432254217,0.17319897463095546,False,True,True,True,True,False,False,False,False,False,False
1190,C5CO23O,-0.0012151224044245623,-0.14187506576409104,0.5300598928283891,False,True,True,True,True,False,False,False,False,False,False
1191,C5CO23O2,-0.005379155168558247,-0.13976491529585067,0.5263616838795835,False,True,True,True,True,False,False,False,False,False,False
1192,C5CO23OOH,0.0006519168124823338,-0.13795070323734704,0.5304612488383369,False,True,True,True,True,False,False,False,False,False,False
1193,C5CO243OH,-0.08447253940479571,-0.35502700712005897,0.0017339535239295767,False,True,True,True,True,False,False,False,False,False,False
1194,C5CO24O,-0.037588604020130534,-0.21362412752972537,-0.23694386510615628,False,True,True,True,True,False,False,False,False,False,False
1195,C5CO2DBCO3,-0.23324826462132897,0.3219178562660028,-0.19705098893643047,False,True,True,True,True,False,False,False,False,False,False
1196,C5CO2DBPAN,-0.2397024208849452,0.3382711935744098,-0.19700989772588817,False,True,True,True,True,False,False,False,False,False,False
1197,C5CO2DCO3H,-0.23770964596200272,0.3268286801585354,-0.2068598431366928,False,True,True,True,True,False,False,False,False,False,False
1198,C5CO2OHCO3,0.32841087496282584,0.08748141068359594,0.015710220960817756,False,True,True,True,True,False,False,False,False,False,False
1199,C5CO2OHPAN,0.3265734829989373,0.0938092315246748,0.019086389492117384,False,True,True,True,True,False,False,False,False,False,False
1200,C5CO34CO3,-0.00895393148856416,-0.14368533197713163,0.5276708689596517,False,True,True,True,True,False,False,False,False,False,False
1201,C5CO3OH,-0.3231947105243138,0.030621952930448115,-0.0003655206519168619,False,True,True,True,True,False,False,False,False,False,False
1202,C5COCHOO,0.3596852688194354,0.515775490161692,-0.4023197421765441,False,True,True,True,True,False,False,False,False,False,False
1203,C5COCHOO2,0.36366205820175357,0.5166935568727862,-0.3979540399588132,False,True,True,True,True,False,False,False,False,False,False
1204,C5COCHOOOH,0.3637634951483171,0.5138621935393357,-0.4077700612306817,False,True,True,True,True,False,False,False,False,False,False
1205,C5CODBCO2H,0.27572406384072545,-0.5215706218652449,0.36522345734756234,False,True,True,True,True,False,False,False,False,False,False
1206,C5CODBCO3H,0.08969331461360586,-0.4748649643997054,0.09536075454929871,False,True,True,True,True,False,False,False,False,False,False
1207,C5COHOCO3H,-0.3202493504577343,-0.30932666339307635,0.36510257273980407,False,True,True,True,True,False,False,False,False,False,False
1208,C5CONO34O,-0.4923753996961503,-0.4357747886780541,0.34365439425105304,False,True,True,True,True,False,False,False,False,False,False
1209,C5CONO34O2,-0.4939379897502576,-0.43062326821226893,0.3426180356967947,False,True,True,True,True,False,False,False,False,False,False
1210,C5CONO3OOH,-0.09059518128396127,0.7784802356985026,0.09925151882192451,False,True,True,True,True,False,False,False,False,False,False
1211,C5COO2NO2,0.24485311238522045,-0.3544004945459648,-0.10378569500287882,False,True,True,True,True,False,False,False,False,False,False
1212,C5COOHCO3H,0.32313246512528604,0.08206789923187552,0.014195102023264239,False,True,True,True,True,False,False,False,False,False,False
1213,C5DBCO2CO3,-0.06085529789034205,-0.01344305706569382,0.17818630085933185,False,True,True,True,True,False,False,False,False,False,False
1214,C5DBCO2PAN,-0.050746230118934865,-0.028668759426186297,0.184218586127894,False,True,True,True,True,False,False,False,False,False,False
1215,C5DBCOCO2H,0.07766104844305821,-0.1899065273052506,0.21151652846163582,False,True,True,True,True,False,False,False,False,False,False
1216,C5DBCOCO3H,0.08225983073862242,-0.19849663287853814,0.21553677782794733,False,True,True,True,True,False,False,False,False,False,False
1217,C5DBECO3,-0.17794391920086128,-0.15508487952018513,0.20890914781129588,False,True,True,True,True,False,False,False,False,False,False
1218,C5DBECO3H,-0.16856745672215734,-0.1505068219283785,0.21056378574278334,False,True,True,True,True,False,False,False,False,False,False
1219,C5DBEPAN,-0.1747242183015305,-0.14954754305355822,0.20630176716095572,False,True,True,True,True,False,False,False,False,False,False
1220,C5DCO2CO3H,-0.06625607757159957,-0.031170863877099997,0.1729333151767518,False,True,True,True,True,False,False,False,False,False,False
1221,C5DIALCO,0.38521602611540295,-0.1681184455122584,0.07331627570291066,False,True,True,True,True,False,False,False,False,False,False
1222,C5DIALO,0.49847268233867514,0.040265467714215575,0.03814649972167872,False,True,True,True,True,False,False,False,False,False,False
1223,C5DIALO2,0.5032125542053683,0.04090732524288887,0.039663529878327,False,True,True,True,True,False,False,False,False,False,False
1224,C5DIALOH,0.3839296212021661,-0.16850864578583702,0.06462405125889603,False,True,True,True,True,False,False,False,False,False,False
1225,C5DIALOOH,0.4964577757183004,0.0305903861667427,0.03175968331099588,False,True,True,True,True,False,False,False,False,False,False
1226,C5DICARB,0.24083159853100855,-0.3527103574059135,-0.11646300238185692,False,True,True,True,True,False,False,False,False,False,False
1227,C5DICARBO,0.211606692072011,-0.3964478622286135,-0.2926635466014941,False,True,True,True,True,False,False,False,False,False,False
1228,C5DICARBO2,0.21355935329335796,-0.3969257479569289,-0.28735417995561197,False,True,True,True,True,False,False,False,False,False,False
1229,C5DICAROOH,0.2196704682467776,-0.3959129809547193,-0.2891870390677074,False,True,True,True,True,False,False,False,False,False,False
1230,C5EDBCO3,-0.6365514204630597,0.1655282171793342,-0.19452817973104364,False,True,True,True,True,False,False,False,False,False,False
1231,C5EDBCO3H,-0.6404106352027701,0.16616832099891288,-0.20146542724108363,False,True,True,True,True,False,False,False,False,False,False
1232,C5EDBPAN,-0.6297274804215167,0.16466363859562994,-0.20200773565928698,False,True,True,True,True,False,False,False,False,False,False
1233,C5H11CHO,-0.3308531999898564,0.15800085931745644,-0.5943294129451647,False,True,True,True,True,False,False,False,False,False,False
1234,C5H11CO3,-0.33211839535972076,0.152023341868051,-0.5956672663116578,False,True,True,True,True,False,False,False,False,False,False
1235,C5H11CO3H,-0.33840794712368616,0.1552396443477957,-0.5939949496035415,False,True,True,True,True,False,False,False,False,False,False
1236,C5H8,-0.19511166132970004,0.011294324997369598,0.25458585076723494,False,True,True,True,True,True,True,True,True,True,True
1237,C5HPALD1,-0.027641383507735706,-0.03138481638665769,0.18808307113796374,False,True,True,False,False,False,False,False,False,False,False
1238,C5HPALD2,-0.027713772601419717,-0.00727307004314115,0.18658467536749157,False,True,True,False,False,False,False,False,False,False,False
1239,C5M2OHCO3H,0.014634123849901037,-0.23848733822033596,-0.1265972416330411,False,True,True,True,True,False,False,False,False,False,False
1240,C5M2OHOCO3,0.014375459636164045,-0.24209471782820668,-0.12164909539611213,False,True,True,True,True,False,False,False,False,False,False
1241,C5M2OHOPAN,0.013165132432849891,-0.2483550208691382,-0.11995862210659347,False,True,True,True,True,False,False,False,False,False,False
1242,C5MCO2OHO,0.19946284526024316,-0.5722878888849918,0.21360883556587607,False,True,True,True,True,False,False,False,False,False,False
1243,C5MCO2OHO2,0.19491478143796104,-0.5688462347865737,0.211147185371529,False,True,True,True,True,False,False,False,False,False,False
1244,C5MDICARB,0.09477069486613776,-0.47570674476517827,0.08311222917428163,False,True,True,True,True,False,False,False,False,False,False
1245,C5MEJCO3,0.08096374320775901,-0.07267063589491762,-0.15422725828453754,False,True,True,True,True,False,False,False,False,False,False
1246,C5MEJCO3H,0.07629211074148112,-0.07488644733611582,-0.14899147357381248,False,True,True,True,True,False,False,False,False,False,False
1247,C5MEJPAN,0.08211044178095617,-0.07287143558626485,-0.1614530998779209,False,True,True,True,True,False,False,False,False,False,False
1248,C5MO132OH,0.4138037241191699,0.1003688927080777,0.1538722493376432,False,True,True,True,True,False,False,False,False,False,False
1249,C5NO3CO4O,-0.4192919240052839,0.13899152958507255,0.19124422752107706,False,True,True,True,True,False,False,False,False,False,False
1250,C5NO3CO4O2,-0.4239114547671907,0.14092674757111312,0.19376130306917894,False,True,True,True,True,False,False,False,False,False,False
1251,C5NO3CO4OH,-0.23487217792040427,-0.11436375434042989,-0.21538865834808552,False,True,True,True,True,False,False,False,False,False,False
1252,C5NO3COAO,-0.23983889968577599,-0.16238074778155798,-0.21647853103700365,False,True,True,True,True,False,False,False,False,False,False
1253,C5NO3COAO2,-0.24035945565245853,-0.15661849812353124,-0.2193983960093745,False,True,True,True,True,False,False,False,False,False,False
1254,C5NO3O4OOH,-0.4257179545700802,0.1351114482129705,0.1890458477570649,False,True,True,True,True,False,False,False,False,False,False
1255,C5NO3OAOOH,-0.24245043998275562,-0.1621830170811266,-0.22216010760163507,False,True,True,True,True,False,False,False,False,False,False
1256,C5O45OHCO3,0.04424864039910825,0.2158824664164709,0.21502313769616865,False,True,True,True,True,False,False,False,False,False,False
1257,C5O45OHPAN,0.04506751320409341,0.22231638665778153,0.21887472197734725,False,True,True,True,True,False,False,False,False,False,False
1258,C5O5OHCO3H,0.05213766837956779,0.21238162463610544,0.21964972132036564,False,True,True,True,True,False,False,False,False,False,False
1259,C5OCO3M,-0.3733004124334033,-0.3149446704780611,0.00931767089284996,False,True,True,True,True,False,False,False,False,False,False
1260,C5OH2CO4O,-0.05172823197707521,0.38598786433306453,0.1987405066164014,False,True,True,True,True,False,False,False,False,False,False
1261,C5OH2CO4O2,-0.05085006466605335,0.3910442460804602,0.19540925173383417,False,True,True,True,True,False,False,False,False,False,False
1262,C5OHCO4OOH,-0.04953636399265038,0.383596243555119,0.19321134977459553,False,True,True,True,True,False,False,False,False,False,False
1263,C5ONO34OOH,-0.49567993876897043,-0.4310967696678475,0.3359865832419533,False,True,True,True,True,False,False,False,False,False,False
1264,C5PACALD1,-0.027822632888163445,-0.012829697309810095,0.19514120325576179,False,True,True,False,False,False,False,False,False,False,False
1265,C5PACALD2,-0.007469309560201642,7.891690926320472e-05,0.18816525355904834,False,True,True,False,False,False,False,False,False,False,False
1266,C5PAN1,-0.10833880862306267,-0.2392769457402405,-0.8057054668033188,False,True,True,True,True,False,False,False,False,False,False
1267,C5PAN10,-0.19422593235538899,-0.25227719125951387,-0.7129540041234552,False,True,True,True,True,False,False,False,False,False,False
1268,C5PAN11,-0.20545454126293605,0.14441838237873106,-0.30491111636696355,False,True,True,True,True,False,False,False,False,False,False
1269,C5PAN12,-0.45327606756622796,-0.2595949808845708,-0.7659664437707397,False,True,True,True,True,False,False,False,False,False,False
1270,C5PAN13,-0.5718254270149643,-0.49893023745221143,0.2114544138410488,False,True,True,True,True,False,False,False,False,False,False
1271,C5PAN14,-0.4751942863334463,-0.45359685735330224,-0.12659389699962498,False,True,True,True,True,False,False,False,False,False,False
1272,C5PAN15,0.026463977204351563,0.2799463365017012,-0.4384933859874194,False,True,True,True,True,False,False,False,False,False,False
1273,C5PAN16,-0.4875419291924006,0.20053707341026294,-0.38224716363141176,False,True,True,True,True,False,False,False,False,False,False
1274,C5PAN17,0.2945171024997293,-0.27121242678264534,0.4206856020698502,False,True,True,True,True,False,False,False,False,False,False
1275,C5PAN18,0.18983417364622035,-0.033938655255866146,0.08316622111371519,False,True,True,True,True,False,False,False,False,False,False
1276,C5PAN19,-0.22708965873383646,0.32718249096839824,-0.20647282126995736,False,True,True,True,True,False,False,False,False,False,False
1277,C5PAN2,0.12704516480045736,0.2088457086738451,-0.45374730338930813,False,True,True,True,True,False,False,False,False,False,False
1278,C5PAN3,-0.5617001754398099,-0.3518036898039353,-0.19974198542217636,False,True,True,True,True,False,False,False,False,False,False
1279,C5PAN4,-0.4911461683346129,-0.17987048858335375,-0.15683511673965123,False,True,True,True,True,False,False,False,False,False,False
1280,C5PAN5,-0.21725165814826852,-0.41702763845533297,-0.4270002699596972,False,True,True,True,True,False,False,False,False,False,False
1281,C5PAN6,-0.2751656995575966,0.4858690505418961,-0.2040761525248398,False,True,True,True,True,False,False,False,False,False,False
1282,C5PAN7,-0.36916593470688186,-0.32677694574024063,0.015117265236596955,False,True,True,True,True,False,False,False,False,False,False
1283,C5PAN8,-0.39481979956981506,0.1076410420539442,-0.04767364022733955,False,True,True,True,True,False,False,False,False,False,False
1284,C5PAN9,-0.14126109178429902,0.3189155062958158,0.35880223899316976,False,True,True,True,True,False,False,False,False,False,False
1285,C5TRONCO3H,0.37319943656386956,0.005249289747816688,-0.5289337069766664,False,True,True,True,True,False,False,False,False,False,False
1286,C610NO3,-0.22119986075473708,-0.5748263827996212,-0.02906543775278858,False,True,True,True,True,False,False,False,False,False,False
1287,C610O,-0.22524304522935135,-0.5790878958998281,-0.028603352756097378,False,True,True,True,True,False,False,False,False,False,False
1288,C610O2,-0.22297316301147863,-0.584164883729087,-0.02619096423392364,False,True,True,True,True,False,False,False,False,False,False
1289,C610OH,-0.2304605928989527,-0.5797718424467749,-0.021185146960803314,False,True,True,True,True,False,False,False,False,False,False
1290,C610OOH,-0.22216950574847782,-0.5714154186103608,-0.02001524197228255,False,True,True,True,True,False,False,False,False,False,False
1291,C611O,-0.304141163343454,-0.5395242187225983,0.1373574051378348,False,True,True,True,True,False,False,False,False,False,False
1292,C611O2,-0.304091367024232,-0.5400415629055453,0.14367446205155043,False,True,True,True,True,False,False,False,False,False,False
1293,C611OH,-0.3093024596154156,-0.5347716670758655,0.14018266476500374,False,True,True,True,True,False,False,False,False,False,False
1294,C611OOH,-0.30478621010819174,-0.5458068815544878,0.13857485170134343,False,True,True,True,True,False,False,False,False,False,False
1295,C6125CO,0.24046642552338016,-0.35626293360457373,-0.10244870168497855,False,True,True,True,True,False,False,False,False,False,False
1296,C612O,-0.0853656456115841,-0.08200299884255191,-0.5241957948401862,False,True,True,True,True,False,False,False,False,False,False
1297,C612O2,-0.08542835208764143,-0.07685893164041946,-0.5277310723611439,False,True,True,True,True,False,False,False,False,False,False
1298,C612OH,-0.08888089688703849,-0.08510969450387573,-0.5318659948731548,False,True,True,True,True,False,False,False,False,False,False
1299,C612OOH,-0.08026101570658895,-0.0762433797481673,-0.5304230244564374,False,True,True,True,True,False,False,False,False,False,False
1300,C6134CO2OH,0.08764152183084462,-0.07173196310196062,-0.1527322071474816,False,True,True,True,True,False,False,False,False,False,False
1301,C6135COO,0.06910945277072722,0.7646259338500934,-0.22035496116641706,False,True,True,True,True,False,False,False,False,False,False
1302,C6135COOOH,0.07055723464440589,0.7707770684998774,-0.21746663130911337,False,True,True,True,True,False,False,False,False,False,False
1303,C613O,-0.1489288027904382,-0.23056627266669005,-0.2724571827197124,False,True,True,True,True,False,False,False,False,False,False
1304,C613O2,-0.1470927940576393,-0.23087404861281602,-0.2671669282647803,False,True,True,True,True,False,False,False,False,False,False
1305,C613OOH,-0.15083443415474207,-0.23600189400582228,-0.2660455204607949,False,True,True,True,True,False,False,False,False,False,False
1306,C6145COO,-0.006221404578956036,0.5863526358247695,-0.3108712531146899,False,True,True,True,True,False,False,False,False,False,False
1307,C6145COO2,-0.007721195941599923,0.5874223983725582,-0.3160511346668865,False,True,True,True,True,False,False,False,False,False,False
1308,C6145COOOH,-0.012918548437294675,0.5836036968187719,-0.3149947083121307,False,True,True,True,True,False,False,False,False,False,False
1309,C614CO,0.05230365611030807,0.43713873592648445,0.27032951806221495,False,True,True,True,True,False,False,False,False,False,False
